platform,score,link,userScore,releaseDate,Title,
xbox,81,https://www.metacritic.com/game/xbox/capcom-classics-collection,,2005-09-27,Capcom Classics Collection,
xbox,81,https://www.metacritic.com/game/xbox/phantom-dust,7.6,2005-03-15,Phantom Dust,
xbox,81,https://www.metacritic.com/game/xbox/major-league-baseball-2k5,8.2,2005-02-23,Major League Baseball 2K5,
xbox,81,https://www.metacritic.com/game/xbox/hitman-blood-money,8.6,2006-05-30,Hitman: Blood Money,
xbox,81,https://www.metacritic.com/game/xbox/star-wars-jedi-knight-ii-jedi-outcast,6.1,2002-11-20,Star Wars Jedi Knight II: Jedi Outcast,
xbox,81,https://www.metacritic.com/game/xbox/tiger-woods-pga-tour-06,5.1,2005-09-20,Tiger Woods PGA Tour 06,
xbox,81,https://www.metacritic.com/game/xbox/ssx-on-tour,8.1,2005-10-11,SSX On Tour,
xbox,81,https://www.metacritic.com/game/xbox/kingdom-under-fire-the-crusaders,8.1,2004-10-12,Kingdom Under Fire: The Crusaders,
xbox,81,https://www.metacritic.com/game/xbox/the-sims-bustin-out,8.5,2003-12-15,The Sims Bustin' Out,
xbox,81,https://www.metacritic.com/game/xbox/the-simpsons-hit-run,8.4,2003-09-16,The Simpsons: Hit & Run,
xbox,81,https://www.metacritic.com/game/xbox/mortal-kombat-deception,8.7,2004-10-04,Mortal Kombat: Deception,
xbox,81,https://www.metacritic.com/game/xbox/mx-unleashed,8.6,2004-02-17,MX Unleashed,
xbox,81,https://www.metacritic.com/game/xbox/nhl-hitz-pro,8.1,2003-09-25,NHL Hitz Pro,
xbox,81,https://www.metacritic.com/game/xbox/mechassault-2-lone-wolf,7.6,2004-12-28,MechAssault 2: Lone Wolf,
xbox,81,https://www.metacritic.com/game/xbox/fifa-soccer-2005,8.4,2004-10-12,FIFA Soccer 2005,
xbox,81,https://www.metacritic.com/game/xbox/super-monkey-ball-deluxe,7.9,2005-03-15,Super Monkey Ball Deluxe,
xbox,81,https://www.metacritic.com/game/xbox/nfl-street,8.7,2004-01-13,NFL Street,
xbox,81,https://www.metacritic.com/game/xbox/tom-clancys-ghost-recon-island-thunder,8.1,2003-08-06,Tom Clancy's Ghost Recon: Island Thunder,
xbox,80,https://www.metacritic.com/game/xbox/tom-clancys-ghost-recon-2,8.7,2004-11-16,Tom Clancy's Ghost Recon 2,
xbox,80,https://www.metacritic.com/game/xbox/shenmue-ii,9,2002-10-28,Shenmue II,
xbox,80,https://www.metacritic.com/game/xbox/sid-meiers-pirates!,6.4,2005-07-11,Sid Meier's Pirates!,
xbox,80,https://www.metacritic.com/game/xbox/mega-man-anniversary-collection,8.8,2005-03-15,Mega Man Anniversary Collection,
xbox,80,https://www.metacritic.com/game/xbox/wakeboarding-unleashed-featuring-shaun-murray,7.4,2003-06-10,Wakeboarding Unleashed Featuring Shaun Murray,
xbox,80,https://www.metacritic.com/game/xbox/nhl-2003,7.4,2002-10-09,NHL 2003,
xbox,80,https://www.metacritic.com/game/xbox/fifa-soccer-06,7.5,2005-10-04,FIFA Soccer 06,
xbox,80,https://www.metacritic.com/game/xbox/karaoke-revolution,8.5,2004-11-10,Karaoke Revolution,
xbox,80,https://www.metacritic.com/game/xbox/mx-vs-atv-unleashed,8.3,2005-03-24,MX vs. ATV Unleashed,
xbox,80,https://www.metacritic.com/game/xbox/star-wars-battlefront,8.4,2004-09-20,Star Wars: Battlefront,
xbox,80,https://www.metacritic.com/game/xbox/kelly-slaters-pro-surfer,8,2002-09-16,Kelly Slater's Pro Surfer,
xbox,80,https://www.metacritic.com/game/xbox/espn-college-hoops,6.6,2003-11-13,ESPN College Hoops,
xbox,80,https://www.metacritic.com/game/xbox/links-2004,8.5,2003-11-11,Links 2004,
xbox,80,https://www.metacritic.com/game/xbox/pro-race-driver,8.3,2003-04-16,Pro Race Driver,
xbox,80,https://www.metacritic.com/game/xbox/oddworld-munchs-oddysee,8.7,2001-11-06,Oddworld: Munch's Oddysee,
xbox,80,https://www.metacritic.com/game/xbox/battlefield-2-modern-combat,8.2,2005-10-24,Battlefield 2: Modern Combat,
xbox,80,https://www.metacritic.com/game/xbox/ncaa-march-madness-2005,7.8,2004-11-17,NCAA March Madness 2005,
xbox,80,https://www.metacritic.com/game/xbox/amped-2,7.7,2003-10-28,Amped 2,
xbox,80,https://www.metacritic.com/game/xbox/capcom-vs-snk-2-eo,8.8,2003-02-11,Capcom vs. SNK 2 EO,
xbox,80,https://www.metacritic.com/game/xbox/karaoke-revolution-party,,2005-11-08,Karaoke Revolution Party,
xbox,80,https://www.metacritic.com/game/xbox/yourself!fitness,7.9,2004-09-27,Yourself!Fitness,
xbox,80,https://www.metacritic.com/game/xbox/otogi-myth-of-demons,8.6,2003-08-27,Otogi: Myth of Demons,
xbox,80,https://www.metacritic.com/game/xbox/sega-soccer-slam,8.3,2002-08-22,Sega Soccer Slam,
xbox,79,https://www.metacritic.com/game/xbox/hunter-the-reckoning,8.4,2002-05-21,Hunter: The Reckoning,
xbox,79,https://www.metacritic.com/game/xbox/otogi-2-immortal-warriors,8.7,2004-10-21,Otogi 2: Immortal Warriors,
xbox,79,https://www.metacritic.com/game/xbox/nfl-fever-2002,8.3,2001-11-14,NFL Fever 2002,
xbox,79,https://www.metacritic.com/game/xbox/gun,7.5,2005-11-08,Gun,
xbox,79,https://www.metacritic.com/game/xbox/nba-live-06,6.4,2005-09-26,NBA Live 06,
xbox,79,https://www.metacritic.com/game/xbox/spider-man-the-movie,7.4,2002-04-15,Spider-Man: The Movie,
xbox,79,https://www.metacritic.com/game/xbox/nascar-06-total-team-control,5.9,2005-08-30,NASCAR 06: Total Team Control,
xbox,79,https://www.metacritic.com/game/xbox/mtv-music-generator-3-this-is-the-remix,5.4,2004-06-22,MTV Music Generator 3: This Is the Remix,
xbox,79,https://www.metacritic.com/game/xbox/mlb-slugfest-20-03,7.8,2002-08-26,MLB Slugfest 20-03,
xbox,79,https://www.metacritic.com/game/xbox/street-fighter-anniversary-collection,6.7,2005-02-22,Street Fighter Anniversary Collection,
xbox,79,https://www.metacritic.com/game/xbox/gladius,8.6,2003-10-28,Gladius,
xbox,79,https://www.metacritic.com/game/xbox/outrun2,8.8,2004-10-25,OutRun2,
xbox,79,https://www.metacritic.com/game/xbox/armed-and-dangerous,7,2003-12-02,Armed and Dangerous,
xbox,79,https://www.metacritic.com/game/xbox/buffy-the-vampire-slayer,8,2002-08-18,Buffy the Vampire Slayer,
xbox,79,https://www.metacritic.com/game/xbox/project-snowblind,7,2005-02-23,Project: Snowblind,
xbox,79,https://www.metacritic.com/game/xbox/sphinx-and-the-cursed-mummy,8.9,2003-11-10,Sphinx and the Cursed Mummy,
xbox,79,https://www.metacritic.com/game/xbox/mtx-mototrax,,2004-03-02,MTX Mototrax,
xbox,79,https://www.metacritic.com/game/xbox/chessmaster,8.3,2004-10-26,Chessmaster,
xbox,79,https://www.metacritic.com/game/xbox/all-star-baseball-2003,8.1,2002-02-25,All-Star Baseball 2003,
xbox,79,https://www.metacritic.com/game/xbox/nhl-hitz-20-02,8.6,2001-11-14,NHL Hitz 20-02,
xbox,79,https://www.metacritic.com/game/xbox/the-lord-of-the-rings-the-two-towers,8.2,2002-12-30,The Lord of the Rings: The Two Towers,
xbox,79,https://www.metacritic.com/game/xbox/nhl-06,8.4,2005-09-06,NHL 06,
xbox,79,https://www.metacritic.com/game/xbox/2002-fifa-world-cup,7.8,2002-04-22,2002 FIFA World Cup,
xbox,79,https://www.metacritic.com/game/xbox/deathrow,8.1,2002-10-22,Deathrow,
xbox,78,https://www.metacritic.com/game/xbox/dance-dance-revolution-ultramix-2,7.1,2004-11-18,Dance Dance Revolution Ultramix 2,
xbox,78,https://www.metacritic.com/game/xbox/far-cry-instincts-evolution,6.6,2006-03-28,Far Cry Instincts Evolution,
xbox,78,https://www.metacritic.com/game/xbox/conker-live-reloaded,8.2,2005-06-21,Conker: Live & Reloaded,
xbox,78,https://www.metacritic.com/game/xbox/the-thing,6.4,2002-09-09,The Thing,
xbox,78,https://www.metacritic.com/game/xbox/nascar-heat-2002,,2001-11-14,NASCAR Heat 2002,
xbox,78,https://www.metacritic.com/game/xbox/hitman-contracts,8.8,2004-04-20,Hitman: Contracts,
xbox,78,https://www.metacritic.com/game/xbox/crimson-sea,8.2,2002-12-16,Crimson Sea,
xbox,78,https://www.metacritic.com/game/xbox/knockout-kings-2002,7.9,2002-03-04,Knockout Kings 2002,
xbox,78,https://www.metacritic.com/game/xbox/james-bond-007-nightfire,7.9,2002-11-18,James Bond 007: NightFire,
xbox,78,https://www.metacritic.com/game/xbox/blitz-the-league,7.6,2005-10-17,Blitz: The League,
xbox,78,https://www.metacritic.com/game/xbox/kingdom-under-fire-heroes,7.6,2005-09-20,Kingdom Under Fire: Heroes,
xbox,78,https://www.metacritic.com/game/xbox/call-of-duty-2-big-red-one,5.4,2005-11-01,Call of Duty 2: Big Red One,
xbox,78,https://www.metacritic.com/game/xbox/splashdown,,2002-06-25,Splashdown,
xbox,78,https://www.metacritic.com/game/xbox/star-wars-jedi-starfighter,4.8,2002-05-13,Star Wars: Jedi Starfighter,
xbox,78,https://www.metacritic.com/game/xbox/mortal-kombat-shaolin-monks,7.1,2005-09-16,Mortal Kombat: Shaolin Monks,
xbox,78,https://www.metacritic.com/game/xbox/nhl-2k7,,2006-09-12,NHL 2K7,
xbox,78,https://www.metacritic.com/game/xbox/nfl-street-2,6.6,2004-12-22,NFL Street 2,
xbox,78,https://www.metacritic.com/game/xbox/star-wars-republic-commando,8.7,2005-02-28,Star Wars Republic Commando,
xbox,78,https://www.metacritic.com/game/xbox/espn-major-league-baseball,8.3,2004-04-06,ESPN Major League Baseball,
xbox,78,https://www.metacritic.com/game/xbox/amped-freestyle-snowboarding,8.3,2001-11-19,Amped: Freestyle Snowboarding,
xbox,78,https://www.metacritic.com/game/xbox/tony-hawks-pro-skater-2x,8.8,2001-11-14,Tony Hawk's Pro Skater 2x,
xbox,77,https://www.metacritic.com/game/xbox/mortal-kombat-armageddon,8.2,2006-10-11,Mortal Kombat: Armageddon,
xbox,77,https://www.metacritic.com/game/xbox/nhl-2005,6.2,2004-09-20,NHL 2005,
xbox,77,https://www.metacritic.com/game/xbox/call-of-cthulhu-dark-corners-of-the-earth,8.2,2005-10-24,Call of Cthulhu: Dark Corners of the Earth,
xbox,77,https://www.metacritic.com/game/xbox/outrun-2006-coast-2-coast,8.3,2006-04-25,OutRun 2006: Coast 2 Coast,
xbox,77,https://www.metacritic.com/game/xbox/tony-hawks-american-wasteland,7.7,2005-10-18,Tony Hawk's American Wasteland,
xbox,77,https://www.metacritic.com/game/xbox/harry-potter-and-the-chamber-of-secrets,7.6,2002-11-14,Harry Potter and the Chamber of Secrets,
xbox,77,https://www.metacritic.com/game/xbox/the-godfather,8.5,2006-03-21,The Godfather,
xbox,77,https://www.metacritic.com/game/xbox/fifa-world-cup-germany-2006,8.4,2006-04-24,FIFA World Cup: Germany 2006,
xbox,77,https://www.metacritic.com/game/xbox/mlb-slugfest-loaded,,2004-06-23,MLB SlugFest: Loaded,
xbox,77,https://www.metacritic.com/game/xbox/true-crime-streets-of-la,7.9,2003-11-03,True Crime: Streets of LA,
xbox,77,https://www.metacritic.com/game/xbox/fatal-frame,8.7,2002-11-22,Fatal Frame,
xbox,77,https://www.metacritic.com/game/xbox/nfl-blitz-20-02,,2002-03-18,NFL Blitz 20-02,
xbox,77,https://www.metacritic.com/game/xbox/the-suffering,8.9,2004-03-09,The Suffering,
xbox,77,https://www.metacritic.com/game/xbox/baldurs-gate-dark-alliance-ii,7.7,2004-01-20,Baldur's Gate: Dark Alliance II,
xbox,77,https://www.metacritic.com/game/xbox/need-for-speed-underground-2,8.6,2004-11-15,Need for Speed Underground 2,
xbox,77,https://www.metacritic.com/game/xbox/broken-sword-the-sleeping-dragon,8.3,2003-12-08,Broken Sword: The Sleeping Dragon,
xbox,77,https://www.metacritic.com/game/xbox/ultimate-spider-man,7.8,2005-09-22,Ultimate Spider-Man,
xbox,77,https://www.metacritic.com/game/xbox/black,7.9,2006-02-28,Black,
xbox,77,https://www.metacritic.com/game/xbox/secret-weapons-over-normandy,8.8,2003-11-18,Secret Weapons Over Normandy,
xbox,77,https://www.metacritic.com/game/xbox/doom-3-resurrection-of-evil,9,2005-10-05,Doom 3: Resurrection of Evil,
xbox,77,https://www.metacritic.com/game/xbox/outlaw-volleyball,8.4,2003-07-09,Outlaw Volleyball,
xbox,77,https://www.metacritic.com/game/xbox/brute-force,8,2003-05-27,Brute Force,
xbox,77,https://www.metacritic.com/game/xbox/sniper-elite,7.6,2005-10-18,Sniper Elite,
xbox,76,https://www.metacritic.com/game/xbox/rugby-06,,2006-02-14,Rugby 06,
xbox,76,https://www.metacritic.com/game/xbox/nba-inside-drive-2002,7.8,2002-01-21,NBA Inside Drive 2002,
xbox,76,https://www.metacritic.com/game/xbox/transworld-surf,,2001-11-14,TransWorld Surf,
xbox,76,https://www.metacritic.com/game/xbox/heroes-of-the-pacific,8.6,2005-09-28,Heroes of the Pacific,
xbox,76,https://www.metacritic.com/game/xbox/ncaa-march-madness-06,7.2,2005-10-11,NCAA March Madness 06,
xbox,76,https://www.metacritic.com/game/xbox/mlb-slugfest-20-04,,2003-03-16,MLB Slugfest 20-04,
xbox,76,https://www.metacritic.com/game/xbox/blood-omen-2,7.6,2002-03-21,Blood Omen 2,
xbox,76,https://www.metacritic.com/game/xbox/silent-hill-4-the-room,8.1,2004-09-07,Silent Hill 4: The Room,
xbox,76,https://www.metacritic.com/game/xbox/disneys-extreme-skate-adventure,8.3,2003-09-03,Disney's Extreme Skate Adventure,
xbox,76,https://www.metacritic.com/game/xbox/lego-star-wars,4.8,2005-04-05,Lego Star Wars,
xbox,76,https://www.metacritic.com/game/xbox/scarface-the-world-is-yours,8.5,2006-10-08,Scarface: The World Is Yours,
xbox,76,https://www.metacritic.com/game/xbox/dave-mirra-freestyle-bmx-2,8.2,2001-11-28,Dave Mirra Freestyle BMX 2,
xbox,76,https://www.metacritic.com/game/xbox/the-suffering-ties-that-bind,8.3,2005-09-26,The Suffering: Ties That Bind,
xbox,76,https://www.metacritic.com/game/xbox/metal-slug-3,5.4,2004-05-26,Metal Slug 3,
xbox,76,https://www.metacritic.com/game/xbox/battle-engine-aquila,,2003-01-20,Battle Engine Aquila,
xbox,76,https://www.metacritic.com/game/xbox/v-rally-3,,2003-03-25,V-Rally 3,
xbox,76,https://www.metacritic.com/game/xbox/destroy-all-humans!,8.3,2005-06-21,Destroy All Humans!,
xbox,76,https://www.metacritic.com/game/xbox/midtown-madness-3,8.2,2003-06-17,Midtown Madness 3,
xbox,76,https://www.metacritic.com/game/xbox/nba-live-2002,7.5,2001-11-18,NBA Live 2002,
xbox,76,https://www.metacritic.com/game/xbox/the-king-of-fighters-0203,,2005-08-31,The King of Fighters 02/03,
xbox,76,https://www.metacritic.com/game/xbox/star-wars-jedi-knight-jedi-academy,8.2,2003-11-19,Star Wars Jedi Knight: Jedi Academy,
xbox,76,https://www.metacritic.com/game/xbox/bloodrayne,7.9,2002-10-15,BloodRayne,
xbox,76,https://www.metacritic.com/game/xbox/star-wars-starfighter-special-edition,8.3,2001-11-26,Star Wars Starfighter: Special Edition,
xbox,75,https://www.metacritic.com/game/xbox/stubbs-the-zombie-in-rebel-without-a-pulse,8.5,2005-10-18,Stubbs the Zombie in Rebel Without a Pulse,
xbox,75,https://www.metacritic.com/game/xbox/tak-the-great-juju-challenge,,2005-09-19,Tak: The Great Juju Challenge,
xbox,75,https://www.metacritic.com/game/xbox/serious-sam,8.3,2002-11-10,Serious Sam,
xbox,75,https://www.metacritic.com/game/xbox/mat-hoffmans-pro-bmx-2,,2002-08-12,Mat Hoffman's Pro BMX 2,
xbox,75,https://www.metacritic.com/game/xbox/the-lord-of-the-rings-the-third-age,7.1,2004-11-02,"The Lord of the Rings, The Third Age",
xbox,75,https://www.metacritic.com/game/xbox/nhl-07,7.7,2006-09-12,NHL 07,
xbox,75,https://www.metacritic.com/game/xbox/second-sight,8.3,2004-09-21,Second Sight,
xbox,75,https://www.metacritic.com/game/xbox/rayman-3-hoodlum-havoc,8.7,2003-03-18,Rayman 3: Hoodlum Havoc,
xbox,75,https://www.metacritic.com/game/xbox/mvp-06-ncaa-baseball,8.6,2006-01-18,MVP 06 NCAA Baseball,
xbox,75,https://www.metacritic.com/game/xbox/burnout,6.5,2002-04-29,Burnout,
xbox,75,https://www.metacritic.com/game/xbox/dance-dance-revolution-ultramix-3,8.6,2005-11-15,Dance Dance Revolution Ultramix 3,
xbox,75,https://www.metacritic.com/game/xbox/killswitch,8,2003-10-28,kill.switch,
xbox,75,https://www.metacritic.com/game/xbox/need-for-speed-hot-pursuit-2,7.4,2002-10-01,Need for Speed: Hot Pursuit 2,
xbox,75,https://www.metacritic.com/game/xbox/rugby-2005,7.7,2005-03-08,Rugby 2005,
xbox,75,https://www.metacritic.com/game/xbox/all-star-baseball-2005,8.8,2004-03-23,All-Star Baseball 2005,
xbox,75,https://www.metacritic.com/game/xbox/i-ninja,8.4,2003-12-04,I-Ninja,
xbox,75,https://www.metacritic.com/game/xbox/the-sims-2,7.1,2005-10-24,The Sims 2,
xbox,75,https://www.metacritic.com/game/xbox/darkwatch,8.1,2005-08-16,Darkwatch,
xbox,75,https://www.metacritic.com/game/xbox/the-bards-tale,7.5,2004-10-26,The Bard's Tale,
xbox,75,https://www.metacritic.com/game/xbox/sonic-mega-collection-plus,7.8,2004-11-02,Sonic Mega Collection Plus,
xbox,75,https://www.metacritic.com/game/xbox/myst-iv-revelation,,2005-03-29,Myst IV: Revelation,
xbox,75,https://www.metacritic.com/game/xbox/dynasty-warriors-4,8.8,2003-09-05,Dynasty Warriors 4,
xbox,74,https://www.metacritic.com/game/xbox/real-world-golf,,2006-04-11,Real World Golf,
xbox,74,https://www.metacritic.com/game/xbox/just-cause,7.3,2006-09-27,Just Cause,
xbox,74,https://www.metacritic.com/game/xbox/red-faction-ii,5.6,2003-03-31,Red Faction II,
xbox,74,https://www.metacritic.com/game/xbox/greg-hastings-tournament-paintball,8.5,2004-11-16,Greg Hastings' Tournament Paintball,
xbox,74,https://www.metacritic.com/game/xbox/tom-clancys-rainbow-six-lockdown,6.6,2005-09-06,Tom Clancy's Rainbow Six: Lockdown,
xbox,74,https://www.metacritic.com/game/xbox/the-spongebob-squarepants-movie,8.3,2004-10-27,The SpongeBob SquarePants Movie,
xbox,74,https://www.metacritic.com/game/xbox/xiii,8.1,2003-11-24,XIII,
xbox,74,https://www.metacritic.com/game/xbox/ultimate-fighting-championship-tapout,,2002-02-17,Ultimate Fighting Championship: Tapout,
xbox,74,https://www.metacritic.com/game/xbox/legacy-of-kain-defiance,7.9,2003-11-11,Legacy of Kain: Defiance,
xbox,74,https://www.metacritic.com/game/xbox/dai-senryaku-vii-modern-military-tactics,8.8,2005-02-16,Dai Senryaku VII: Modern Military Tactics,
xbox,74,https://www.metacritic.com/game/xbox/ultra-bust-a-move,,2004-11-04,Ultra Bust-A-Move,
xbox,74,https://www.metacritic.com/game/xbox/manhunt,8,2004-04-20,Manhunt,
xbox,74,https://www.metacritic.com/game/xbox/apex,7.9,2003-02-17,Apex,
xbox,74,https://www.metacritic.com/game/xbox/mx-superfly,,2002-11-20,MX Superfly,
xbox,74,https://www.metacritic.com/game/xbox/midway-arcade-treasures-2,7.5,2004-10-11,Midway Arcade Treasures 2,
xbox,74,https://www.metacritic.com/game/xbox/pirates-the-legend-of-black-kat,7.8,2002-03-24,Pirates: The Legend of Black Kat,
xbox,74,https://www.metacritic.com/game/xbox/destroy-all-humans!-2,8.5,2006-10-17,Destroy All Humans! 2,
xbox,74,https://www.metacritic.com/game/xbox/uefa-euro-2004-portugal,8.1,2004-05-04,UEFA Euro 2004: Portugal,
xbox,74,https://www.metacritic.com/game/xbox/red-dead-revolver,8.1,2004-05-03,Red Dead Revolver,
xbox,74,https://www.metacritic.com/game/xbox/midway-arcade-treasures,7.3,2003-11-24,Midway Arcade Treasures,
xbox,74,https://www.metacritic.com/game/xbox/wreckless-the-yakuza-missions,5.4,2002-02-04,Wreckless: The Yakuza Missions,
xbox,74,https://www.metacritic.com/game/xbox/mx-2002-featuring-ricky-carmichael,,2001-12-06,MX 2002 Featuring Ricky Carmichael,
xbox,74,https://www.metacritic.com/game/xbox/taito-legends,,2005-10-25,Taito Legends,
xbox,74,https://www.metacritic.com/game/xbox/need-for-speed-carbon,7.3,2006-10-31,Need for Speed Carbon,
xbox,74,https://www.metacritic.com/game/xbox/counter-strike,7.6,2003-11-18,Counter-Strike,
xbox,74,https://www.metacritic.com/game/xbox/transworld-snowboarding,8.5,2002-10-29,TransWorld Snowboarding,
xbox,74,https://www.metacritic.com/game/xbox/castlevania-curse-of-darkness,7.2,2005-11-01,Castlevania: Curse of Darkness,
xbox,74,https://www.metacritic.com/game/xbox/outlaw-golf-2,,2004-10-21,Outlaw Golf 2,
xbox,74,https://www.metacritic.com/game/xbox/pump-it-up-exceed,7.5,2005-08-29,Pump It Up: Exceed,
xbox,74,https://www.metacritic.com/game/xbox/nfl-fever-2004,8.8,2003-08-27,NFL Fever 2004,
xbox,74,https://www.metacritic.com/game/xbox/all-star-baseball-2004,8.4,2003-02-23,All-Star Baseball 2004,
xbox,74,https://www.metacritic.com/game/xbox/rocky,7,2002-11-17,Rocky,
xbox,74,https://www.metacritic.com/game/xbox/phantom-crash,8.5,2002-11-04,Phantom Crash,
xbox,74,https://www.metacritic.com/game/xbox/robotech-battlecry,7,2002-09-25,Robotech: Battlecry,
xbox,73,https://www.metacritic.com/game/xbox/scrapland,7,2005-02-28,Scrapland,
xbox,73,https://www.metacritic.com/game/xbox/dead-or-alive-xtreme-beach-volleyball,7.9,2003-01-22,Dead or Alive Xtreme Beach Volleyball,
xbox,73,https://www.metacritic.com/game/xbox/voodoo-vince,8.1,2003-09-23,Voodoo Vince,
xbox,73,https://www.metacritic.com/game/xbox/indiana-jones-and-the-emperors-tomb,8.6,2003-02-24,Indiana Jones and the Emperor's Tomb,
xbox,73,https://www.metacritic.com/game/xbox/flatout-2,7.2,2006-08-01,FlatOut 2,
xbox,73,https://www.metacritic.com/game/xbox/tak-2-the-staff-of-dreams,,2004-10-11,Tak 2: The Staff of Dreams,
xbox,73,https://www.metacritic.com/game/xbox/pitfall-the-lost-expedition,8.3,2004-02-18,Pitfall: The Lost Expedition,
xbox,73,https://www.metacritic.com/game/xbox/sonic-heroes,7.7,2004-01-27,Sonic Heroes,
xbox,73,https://www.metacritic.com/game/xbox/dead-to-rights,8.3,2002-08-19,Dead to Rights,
xbox,73,https://www.metacritic.com/game/xbox/buffy-the-vampire-slayer-chaos-bleeds,7.8,2003-08-27,Buffy the Vampire Slayer: Chaos Bleeds,
xbox,73,https://www.metacritic.com/game/xbox/dreamfall-the-longest-journey,8.4,2006-04-18,Dreamfall: The Longest Journey,
xbox,73,https://www.metacritic.com/game/xbox/men-of-valor,8,2004-10-19,Men of Valor,
xbox,73,https://www.metacritic.com/game/xbox/gunvalkyrie,7.2,2002-03-18,Gunvalkyrie,
xbox,73,https://www.metacritic.com/game/xbox/the-matrix-path-of-neo,7.4,2005-11-07,The Matrix: Path of Neo,
xbox,73,https://www.metacritic.com/game/xbox/call-of-duty-finest-hour,7.7,2004-11-16,Call of Duty: Finest Hour,
xbox,73,https://www.metacritic.com/game/xbox/spartan-total-warrior,8.6,2005-10-25,Spartan: Total Warrior,
xbox,73,https://www.metacritic.com/game/xbox/college-hoops-2k7,7.5,2006-11-20,College Hoops 2K7,
xbox,72,https://www.metacritic.com/game/xbox/serious-sam-ii,6.5,2005-10-11,Serious Sam II,
xbox,72,https://www.metacritic.com/game/xbox/urban-chaos-riot-response,8.6,2006-06-13,Urban Chaos: Riot Response,
xbox,72,https://www.metacritic.com/game/xbox/medal-of-honor-european-assault,7.1,2005-06-07,Medal of Honor: European Assault,
xbox,72,https://www.metacritic.com/game/xbox/nba-inside-drive-2003,7.6,2002-10-31,NBA Inside Drive 2003,
xbox,72,https://www.metacritic.com/game/xbox/the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe,6.3,2005-11-14,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",
xbox,72,https://www.metacritic.com/game/xbox/magic-the-gathering---battlegrounds,8.4,2003-11-18,Magic: The Gathering - Battlegrounds,
xbox,72,https://www.metacritic.com/game/xbox/forgotten-realms-demon-stone,6.6,2004-11-17,Forgotten Realms: Demon Stone,
xbox,72,https://www.metacritic.com/game/xbox/test-drive-eve-of-destruction,8.7,2004-08-25,Test Drive: Eve of Destruction,
xbox,72,https://www.metacritic.com/game/xbox/nfl-blitz-20-03,7.8,2002-08-12,NFL Blitz 20-03,
xbox,72,https://www.metacritic.com/game/xbox/sudeki,8.3,2004-07-20,Sudeki,
xbox,72,https://www.metacritic.com/game/xbox/area-51,7.7,2005-04-25,Area 51,
xbox,72,https://www.metacritic.com/game/xbox/syberia,7,2003-07-23,Syberia,
xbox,72,https://www.metacritic.com/game/xbox/sega-gt-online,7.8,2004-01-27,Sega GT Online,
xbox,72,https://www.metacritic.com/game/xbox/nfl-fever-2003,8.5,2002-08-05,NFL Fever 2003,
xbox,72,https://www.metacritic.com/game/xbox/outlaw-golf,6.9,2002-06-10,Outlaw Golf,
xbox,72,https://www.metacritic.com/game/xbox/the-house-of-the-dead-iii,7.3,2002-10-24,The House of the Dead III,
xbox,72,https://www.metacritic.com/game/xbox/nascar-07,7,2006-09-06,NASCAR 07,
xbox,72,https://www.metacritic.com/game/xbox/dungeons-dragons-heroes,8.1,2003-09-17,Dungeons & Dragons Heroes,
xbox,72,https://www.metacritic.com/game/xbox/shrek-2,5.6,2004-04-28,Shrek 2,
xbox,72,https://www.metacritic.com/game/xbox/hunter-the-reckoning-redeemer,7.2,2003-10-28,Hunter: The Reckoning Redeemer,
xbox,72,https://www.metacritic.com/game/xbox/capcom-classics-collection-vol-2,8.3,2006-11-24,Capcom Classics Collection Vol. 2,
xbox,72,https://www.metacritic.com/game/xbox/indycar-series-2005,,2004-06-22,IndyCar Series 2005,
xbox,71,https://www.metacritic.com/game/xbox/star-wars-the-clone-wars,7.6,2003-04-22,Star Wars: The Clone Wars,
xbox,71,https://www.metacritic.com/game/xbox/godzilla-destroy-all-monsters-melee,6.8,2003-04-16,Godzilla: Destroy All Monsters Melee,
xbox,71,https://www.metacritic.com/game/xbox/toejam-earl-iii-mission-to-earth,6.8,2002-10-23,ToeJam & Earl III: Mission to Earth,
xbox,71,https://www.metacritic.com/game/xbox/syberia-ii,7.4,2004-10-05,Syberia II,
xbox,71,https://www.metacritic.com/game/xbox/madagascar,,2005-05-24,Madagascar,
xbox,71,https://www.metacritic.com/game/xbox/total-overdose-a-gunslingers-tale-in-mexico,8.3,2005-09-27,Total Overdose: A Gunslinger's Tale in Mexico,
xbox,71,https://www.metacritic.com/game/xbox/marc-eckos-getting-up-contents-under-pressure,7.8,2006-02-14,Marc Ecko's Getting Up: Contents Under Pressure,
xbox,71,https://www.metacritic.com/game/xbox/shrek-superslam,4.7,2005-10-25,Shrek SuperSlam,
xbox,71,https://www.metacritic.com/game/xbox/conflict-desert-storm-ii---back-to-baghdad,6.8,2003-10-04,Conflict: Desert Storm II - Back to Baghdad,
xbox,71,https://www.metacritic.com/game/xbox/flatout,8.1,2005-07-12,FlatOut,
xbox,71,https://www.metacritic.com/game/xbox/world-championship-poker-2-featuring-howard-lederer,,2005-11-03,World Championship Poker 2: Featuring Howard Lederer,
xbox,71,https://www.metacritic.com/game/xbox/bloodrayne-2,8.8,2004-10-12,BloodRayne 2,
xbox,71,https://www.metacritic.com/game/xbox/samurai-warriors,6.4,2004-07-13,Samurai Warriors,
