platform,score,link,userScore,releaseDate,Title,
xbox,71,https://www.metacritic.com/game/xbox/nba-inside-drive-2004,8.2,2003-11-18,NBA Inside Drive 2004,
xbox,71,https://www.metacritic.com/game/xbox/nfl-blitz-pro,6.6,2003-11-04,NFL Blitz Pro,
xbox,71,https://www.metacritic.com/game/xbox/the-haunted-mansion,8.8,2003-10-14,The Haunted Mansion,
xbox,71,https://www.metacritic.com/game/xbox/james-bond-007-agent-under-fire,7.2,2002-03-26,James Bond 007: Agent Under Fire,
xbox,71,https://www.metacritic.com/game/xbox/espn-winter-x-games-snowboarding-2002,,2002-03-04,ESPN Winter X-Games Snowboarding 2002,
xbox,71,https://www.metacritic.com/game/xbox/breakdown,8.3,2004-03-16,Breakdown,
xbox,71,https://www.metacritic.com/game/xbox/arx-fatalis,7,2003-12-23,Arx Fatalis,
xbox,71,https://www.metacritic.com/game/xbox/cold-fear,7.9,2005-03-15,Cold Fear,
xbox,71,https://www.metacritic.com/game/xbox/thrillville,1.7,2006-11-21,Thrillville,
xbox,71,https://www.metacritic.com/game/xbox/razes-hell,8.1,2005-04-21,Raze's Hell,
xbox,71,https://www.metacritic.com/game/xbox/indycar-series,7.3,2003-06-26,IndyCar Series,
xbox,71,https://www.metacritic.com/game/xbox/blood-wake,7.6,2001-12-25,Blood Wake,
xbox,71,https://www.metacritic.com/game/xbox/dark-summit,,2001-11-12,Dark Summit,
xbox,71,https://www.metacritic.com/game/xbox/major-league-baseball-2k6,5.7,2006-04-03,Major League Baseball 2K6,
xbox,71,https://www.metacritic.com/game/xbox/from-russia-with-love,7.9,2005-11-01,From Russia With Love,
xbox,71,https://www.metacritic.com/game/xbox/rogue-trooper,8.5,2006-05-23,Rogue Trooper,
xbox,71,https://www.metacritic.com/game/xbox/blinx-the-time-sweeper,8.1,2002-10-07,Blinx: The Time Sweeper,
xbox,71,https://www.metacritic.com/game/xbox/test-drive,8.7,2002-05-27,Test Drive,
xbox,71,https://www.metacritic.com/game/xbox/spy-hunter,7.8,2002-03-10,Spy Hunter,
xbox,70,https://www.metacritic.com/game/xbox/goblin-commander-unleash-the-horde,,2003-11-11,Goblin Commander: Unleash the Horde,
xbox,70,https://www.metacritic.com/game/xbox/still-life,7,2005-06-06,Still Life,
xbox,70,https://www.metacritic.com/game/xbox/dynasty-warriors-3,8.7,2002-09-24,Dynasty Warriors 3,
xbox,70,https://www.metacritic.com/game/xbox/quantum-redshift,7.4,2002-09-16,Quantum Redshift,
xbox,70,https://www.metacritic.com/game/xbox/xyanide,7.7,2006-08-15,Xyanide,
xbox,70,https://www.metacritic.com/game/xbox/steel-battalion-line-of-contact,8,2004-02-27,Steel Battalion: Line of Contact,
xbox,70,https://www.metacritic.com/game/xbox/nba-ballers-phenom,,2006-03-29,NBA Ballers: Phenom,
xbox,70,https://www.metacritic.com/game/xbox/tenchu-return-from-darkness,6.5,2004-03-10,Tenchu: Return From Darkness,
xbox,70,https://www.metacritic.com/game/xbox/spongebob-squarepants-battle-for-bikini-bottom,8.7,2003-10-31,SpongeBob SquarePants: Battle for Bikini Bottom,
xbox,70,https://www.metacritic.com/game/xbox/the-urbz-sims-in-the-city,6.5,2004-11-09,The Urbz: Sims in the City,
xbox,70,https://www.metacritic.com/game/xbox/crash-nitro-kart,7.6,2003-11-11,Crash Nitro Kart,
xbox,70,https://www.metacritic.com/game/xbox/fuzion-frenzy,6.9,2001-11-14,Fuzion Frenzy,
xbox,70,https://www.metacritic.com/game/xbox/batman-vengeance,5.4,2001-12-18,Batman: Vengeance,
xbox,70,https://www.metacritic.com/game/xbox/cars,,2006-06-06,Cars,
xbox,70,https://www.metacritic.com/game/xbox/vexx,8.3,2003-02-10,Vexx,
xbox,70,https://www.metacritic.com/game/xbox/dr-muto,,2002-11-19,Dr. Muto,
xbox,70,https://www.metacritic.com/game/xbox/ncaa-college-football-2k3,,2002-08-13,NCAA College Football 2K3,
xbox,70,https://www.metacritic.com/game/xbox/americas-army-rise-of-a-soldier,7.4,2005-11-17,America's Army: Rise of a Soldier,
xbox,70,https://www.metacritic.com/game/xbox/lemony-snickets-a-series-of-unfortunate-events,7.2,2004-11-10,Lemony Snicket's A Series of Unfortunate Events,
xbox,70,https://www.metacritic.com/game/xbox/crash-bandicoot-the-wrath-of-cortex,7.7,2002-04-15,Crash Bandicoot: The Wrath of Cortex,
xbox,70,https://www.metacritic.com/game/xbox/pinball-hall-of-fame---the-gottlieb-collection,,2004-11-18,Pinball Hall of Fame - The Gottlieb Collection,
xbox,70,https://www.metacritic.com/game/xbox/wallace-gromit-curse-of-the-were-rabbit,1.8,2005-09-29,Wallace & Gromit: Curse of the Were-Rabbit,
xbox,70,https://www.metacritic.com/game/xbox/pariah,7.5,2005-05-03,Pariah,
xbox,70,https://www.metacritic.com/game/xbox/yager,8,2004-10-05,Yager,
xbox,69,https://www.metacritic.com/game/xbox/the-punisher-2005,8.4,2005-01-17,The Punisher (2005),
xbox,69,https://www.metacritic.com/game/xbox/worms-4-mayhem,8.3,2005-10-04,Worms 4: Mayhem,
xbox,69,https://www.metacritic.com/game/xbox/worms-3d,8.3,2005-03-01,Worms 3D,
xbox,69,https://www.metacritic.com/game/xbox/rally-fusion-race-of-champions,,2002-11-29,Rally Fusion: Race of Champions,
xbox,69,https://www.metacritic.com/game/xbox/full-spectrum-warrior-ten-hammers,,2006-03-28,Full Spectrum Warrior: Ten Hammers,
xbox,69,https://www.metacritic.com/game/xbox/aeon-flux,2.4,2005-11-17,Aeon Flux,
xbox,69,https://www.metacritic.com/game/xbox/crazy-taxi-3-high-roller,8.6,2002-07-24,Crazy Taxi 3: High Roller,
xbox,69,https://www.metacritic.com/game/xbox/ty-the-tasmanian-tiger-2-bush-rescue,8.7,2004-10-12,Ty the Tasmanian Tiger 2: Bush Rescue,
xbox,69,https://www.metacritic.com/game/xbox/driver-parallel-lines,4.9,2006-03-14,Driver: Parallel Lines,
xbox,69,https://www.metacritic.com/game/xbox/the-king-of-fighters-maximum-impact---maniax,6.6,2005-06-28,The King of Fighters: Maximum Impact - Maniax,
xbox,69,https://www.metacritic.com/game/xbox/silent-scope-complete,7.4,2004-02-10,Silent Scope Complete,
xbox,69,https://www.metacritic.com/game/xbox/defender,,2002-10-22,Defender,
xbox,69,https://www.metacritic.com/game/xbox/nba-live-07,6.6,2006-09-25,NBA Live 07,
xbox,69,https://www.metacritic.com/game/xbox/hulk,7.2,2003-05-27,Hulk,
xbox,69,https://www.metacritic.com/game/xbox/scaler,8.8,2004-10-20,Scaler,
xbox,69,https://www.metacritic.com/game/xbox/tron-20-killer-app,4.5,2004-11-04,Tron 2.0: Killer App,
xbox,69,https://www.metacritic.com/game/xbox/swat-global-strike-team,6.3,2003-10-29,SWAT: Global Strike Team,
xbox,69,https://www.metacritic.com/game/xbox/harry-potter-quidditch-world-cup,7.5,2003-10-28,Harry Potter: Quidditch World Cup,
xbox,69,https://www.metacritic.com/game/xbox/blazing-angels-squadrons-of-wwii,7,2006-03-23,Blazing Angels: Squadrons of WWII,
xbox,69,https://www.metacritic.com/game/xbox/nfl-head-coach,7.1,2006-06-20,NFL Head Coach,
xbox,69,https://www.metacritic.com/game/xbox/close-combat-first-to-fight,7.8,2005-04-06,Close Combat: First to Fight,
xbox,69,https://www.metacritic.com/game/xbox/crash-tag-team-racing,8,2005-10-20,Crash Tag Team Racing,
xbox,69,https://www.metacritic.com/game/xbox/wrath-unleashed,7,2004-02-10,Wrath Unleashed,
xbox,69,https://www.metacritic.com/game/xbox/jurassic-park-operation-genesis,8.6,2003-03-26,Jurassic Park: Operation Genesis,
xbox,69,https://www.metacritic.com/game/xbox/metal-slug-4-5,7.9,2005-08-21,Metal Slug 4 & 5,
xbox,69,https://www.metacritic.com/game/xbox/the-legend-of-spyro-a-new-beginning,6.6,2006-10-10,The Legend of Spyro: A New Beginning,
xbox,69,https://www.metacritic.com/game/xbox/greg-hastings-tournament-paintball-maxd,8.7,2005-10-18,Greg Hastings' Tournament Paintball Max'd,
xbox,69,https://www.metacritic.com/game/xbox/powerdrome,7,2004-06-16,Powerdrome,
xbox,68,https://www.metacritic.com/game/xbox/painkiller-hell-wars,7.7,2006-07-24,Painkiller: Hell Wars,
xbox,68,https://www.metacritic.com/game/xbox/harry-potter-and-the-goblet-of-fire,4.5,2005-11-08,Harry Potter and the Goblet of Fire,
xbox,68,https://www.metacritic.com/game/xbox/atari-anthology,,2004-11-16,Atari Anthology,
xbox,68,https://www.metacritic.com/game/xbox/whiplash,,2003-11-18,Whiplash,
xbox,68,https://www.metacritic.com/game/xbox/roadkill,7.2,2003-10-13,RoadKill,
xbox,68,https://www.metacritic.com/game/xbox/ty-the-tasmanian-tiger,8.7,2002-09-10,Ty the Tasmanian Tiger,
xbox,68,https://www.metacritic.com/game/xbox/blinx-2-masters-of-time-space,8.8,2004-11-18,Blinx 2: Masters of Time & Space,
xbox,68,https://www.metacritic.com/game/xbox/pure-pinball,8.7,2004-08-05,Pure Pinball,
xbox,68,https://www.metacritic.com/game/xbox/juiced,8.1,2005-06-13,Juiced,
xbox,68,https://www.metacritic.com/game/xbox/midway-arcade-treasures-3,,2005-09-27,Midway Arcade Treasures 3,
xbox,68,https://www.metacritic.com/game/xbox/atv-quad-power-racing-2,,2003-01-27,ATV Quad Power Racing 2,
xbox,68,https://www.metacritic.com/game/xbox/justice-league-heroes,7.2,2006-10-17,Justice League Heroes,
xbox,68,https://www.metacritic.com/game/xbox/ice-age-2-the-meltdown,,2006-03-14,Ice Age 2: The Meltdown,
xbox,68,https://www.metacritic.com/game/xbox/nba-jam,8.1,2003-09-23,NBA Jam,
xbox,68,https://www.metacritic.com/game/xbox/turok-evolution,7,2002-08-31,Turok: Evolution,
xbox,68,https://www.metacritic.com/game/xbox/disneys-chicken-little,,2005-10-18,Disney's Chicken Little,
xbox,68,https://www.metacritic.com/game/xbox/advent-rising,7.5,2005-05-31,Advent Rising,
xbox,68,https://www.metacritic.com/game/xbox/wwe-raw-2,7.4,2003-09-16,WWE Raw 2,
xbox360,98,https://www.metacritic.com/game/xbox-360/grand-theft-auto-iv,7.9,2008-04-29,Grand Theft Auto IV,
xbox360,97,https://www.metacritic.com/game/xbox-360/grand-theft-auto-v,8.3,2013-09-17,Grand Theft Auto V,
xbox360,96,https://www.metacritic.com/game/xbox-360/bioshock,8.9,2007-08-21,BioShock,
xbox360,96,https://www.metacritic.com/game/xbox-360/the-orange-box,8.8,2007-10-10,The Orange Box,
xbox360,96,https://www.metacritic.com/game/xbox-360/mass-effect-2,8.9,2010-01-26,Mass Effect 2,
xbox360,96,https://www.metacritic.com/game/xbox-360/the-elder-scrolls-v-skyrim,8.6,2011-11-11,The Elder Scrolls V: Skyrim,
xbox360,95,https://www.metacritic.com/game/xbox-360/red-dead-redemption,9,2010-05-18,Red Dead Redemption,
xbox360,95,https://www.metacritic.com/game/xbox-360/portal-2,8.7,2011-04-19,Portal 2,
xbox360,94,https://www.metacritic.com/game/xbox-360/batman-arkham-city,8.7,2011-10-18,Batman: Arkham City,
xbox360,94,https://www.metacritic.com/game/xbox-360/gears-of-war,8.3,2006-11-07,Gears of War,
xbox360,94,https://www.metacritic.com/game/xbox-360/the-elder-scrolls-iv-oblivion,8.7,2006-03-20,The Elder Scrolls IV: Oblivion,
xbox360,94,https://www.metacritic.com/game/xbox-360/call-of-duty-4-modern-warfare,8.5,2007-11-05,Call of Duty 4: Modern Warfare,
xbox360,94,https://www.metacritic.com/game/xbox-360/halo-3,7.9,2007-09-25,Halo 3,
xbox360,94,https://www.metacritic.com/game/xbox-360/call-of-duty-modern-warfare-2,6.5,2009-11-10,Call of Duty: Modern Warfare 2,
xbox360,93,https://www.metacritic.com/game/xbox-360/pac-man-championship-edition-dx,7.6,2010-11-17,Pac-Man Championship Edition DX,
xbox360,93,https://www.metacritic.com/game/xbox-360/bioshock-infinite,8.5,2013-03-26,BioShock Infinite,
xbox360,93,https://www.metacritic.com/game/xbox-360/braid,8.5,2008-08-06,Braid,
xbox360,93,https://www.metacritic.com/game/xbox-360/street-fighter-iv,7.3,2009-02-17,Street Fighter IV,
xbox360,93,https://www.metacritic.com/game/xbox-360/fallout-3,8.5,2008-10-28,Fallout 3,
xbox360,93,https://www.metacritic.com/game/xbox-360/gears-of-war-2,7.8,2008-11-07,Gears of War 2,
xbox360,93,https://www.metacritic.com/game/xbox-360/mass-effect-3,5.9,2012-03-06,Mass Effect 3,
xbox360,93,https://www.metacritic.com/game/xbox-360/rock-band-3,8,2010-10-26,Rock Band 3,
xbox360,92,https://www.metacritic.com/game/xbox-360/guitar-hero-ii,8.1,2007-04-03,Guitar Hero II,
xbox360,92,https://www.metacritic.com/game/xbox-360/rock-band,8,2007-11-20,Rock Band,
xbox360,92,https://www.metacritic.com/game/xbox-360/forza-motorsport-3,8.1,2009-10-27,Forza Motorsport 3,
xbox360,92,https://www.metacritic.com/game/xbox-360/batman-arkham-asylum,8.7,2009-08-25,Batman: Arkham Asylum,
xbox360,92,https://www.metacritic.com/game/xbox-360/the-walking-dead-a-telltale-games-series,8.6,2012-04-27,The Walking Dead: A Telltale Games Series,
xbox360,92,https://www.metacritic.com/game/xbox-360/rock-band-2,8.1,2008-09-14,Rock Band 2,
xbox360,91,https://www.metacritic.com/game/xbox-360/super-street-fighter-iv,7.7,2010-04-27,Super Street Fighter IV,
xbox360,91,https://www.metacritic.com/game/xbox-360/dark-souls-ii,7.9,2014-03-11,Dark Souls II,
xbox360,91,https://www.metacritic.com/game/xbox-360/halo-reach,8.2,2010-09-14,Halo: Reach,
xbox360,91,https://www.metacritic.com/game/xbox-360/mass-effect,8.7,2007-11-20,Mass Effect,
xbox360,91,https://www.metacritic.com/game/xbox-360/forza-motorsport-4,8.2,2011-10-11,Forza Motorsport 4,
xbox360,91,https://www.metacritic.com/game/xbox-360/gears-of-war-3,7.9,2011-09-20,Gears of War 3,
xbox360,91,https://www.metacritic.com/game/xbox-360/far-cry-3,8.6,2012-12-04,Far Cry 3,
xbox360,90,https://www.metacritic.com/game/xbox-360/assassins-creed-ii,8.8,2009-11-17,Assassin's Creed II,
xbox360,90,https://www.metacritic.com/game/xbox-360/bayonetta,8.1,2010-01-05,Bayonetta,
xbox360,90,https://www.metacritic.com/game/xbox-360/tom-clancys-ghost-recon-advanced-warfighter,7.9,2006-03-09,Tom Clancy's Ghost Recon Advanced Warfighter,
xbox360,90,https://www.metacritic.com/game/xbox-360/trials-evolution,8,2012-04-18,Trials Evolution,
xbox360,90,https://www.metacritic.com/game/xbox-360/grand-theft-auto-iv-the-lost-and-damned,8,2009-02-17,Grand Theft Auto IV: The Lost and Damned,
xbox360,90,https://www.metacritic.com/game/xbox-360/fifa-soccer-12,6.8,2011-09-27,FIFA Soccer 12,
xbox360,90,https://www.metacritic.com/game/xbox-360/fifa-soccer-10,7.4,2009-10-20,FIFA Soccer 10,
xbox360,90,https://www.metacritic.com/game/xbox-360/portal-still-alive,8.3,2008-10-22,Portal: Still Alive,
xbox360,90,https://www.metacritic.com/game/xbox-360/limbo,8.4,2010-07-21,LIMBO,
xbox360,90,https://www.metacritic.com/game/xbox-360/mark-of-the-ninja,7.4,2012-09-07,Mark of the Ninja,
xbox360,90,https://www.metacritic.com/game/xbox-360/super-meat-boy,8,2010-10-20,Super Meat Boy,
xbox360,90,https://www.metacritic.com/game/xbox-360/dead-space-2,8.6,2011-01-25,Dead Space 2,
xbox360,90,https://www.metacritic.com/game/xbox-360/geometry-wars-retro-evolved-2,8.3,2008-07-30,Geometry Wars: Retro Evolved 2,
xbox360,90,https://www.metacritic.com/game/xbox-360/xcom-enemy-unknown,8.3,2012-10-09,XCOM: Enemy Unknown,
xbox360,90,https://www.metacritic.com/game/xbox-360/forza-motorsport-2,8.3,2007-05-29,Forza Motorsport 2,
xbox360,90,https://www.metacritic.com/game/xbox-360/metal-gear-solid-hd-collection,8.7,2011-11-08,Metal Gear Solid HD Collection,
xbox360,90,https://www.metacritic.com/game/xbox-360/fifa-soccer-13,6.2,2012-09-25,FIFA Soccer 13,
xbox360,90,https://www.metacritic.com/game/xbox-360/rayman-legends,8.2,2013-09-03,Rayman Legends,
xbox360,90,https://www.metacritic.com/game/xbox-360/nba-2k12,7.7,2011-10-04,NBA 2K12,
xbox360,89,https://www.metacritic.com/game/xbox-360/borderlands-2,8.3,2012-09-18,Borderlands 2,
xbox360,89,https://www.metacritic.com/game/xbox-360/call-of-duty-2,8.2,2005-11-17,Call of Duty 2,
xbox360,89,https://www.metacritic.com/game/xbox-360/plants-vs-zombies,8.4,2010-09-08,Plants vs. Zombies,
xbox360,89,https://www.metacritic.com/game/xbox-360/rez-hd,8,2008-01-30,Rez HD,
xbox360,89,https://www.metacritic.com/game/xbox-360/castlevania-symphony-of-the-night,8.7,2007-03-21,Castlevania: Symphony of the Night,
xbox360,89,https://www.metacritic.com/game/xbox-360/fable-ii,6.6,2008-10-21,Fable II,
xbox360,89,https://www.metacritic.com/game/xbox-360/assassins-creed-brotherhood,8.4,2010-11-16,Assassin's Creed: Brotherhood,
xbox360,89,https://www.metacritic.com/game/xbox-360/left-4-dead-2,8.5,2009-11-17,Left 4 Dead 2,
xbox360,89,https://www.metacritic.com/game/xbox-360/left-4-dead,7.9,2008-11-17,Left 4 Dead,
xbox360,89,https://www.metacritic.com/game/xbox-360/dark-souls,8.5,2011-10-04,Dark Souls,
xbox360,89,https://www.metacritic.com/game/xbox-360/grand-theft-auto-iv-the-ballad-of-gay-tony,8.5,2009-10-29,Grand Theft Auto IV: The Ballad of Gay Tony,
xbox360,89,https://www.metacritic.com/game/xbox-360/fez,6.2,2012-04-13,Fez,
xbox360,89,https://www.metacritic.com/game/xbox-360/burnout-revenge,8.3,2006-03-07,Burnout Revenge,
xbox360,89,https://www.metacritic.com/game/xbox-360/dead-space,8.7,2008-10-13,Dead Space,
xbox360,89,https://www.metacritic.com/game/xbox-360/dark-souls-artorias-of-the-abyss,8.7,2012-10-23,Dark Souls: Artorias of the Abyss,
xbox360,89,https://www.metacritic.com/game/xbox-360/deus-ex-human-revolution,8.4,2011-08-23,Deus Ex: Human Revolution,
xbox360,89,https://www.metacritic.com/game/xbox-360/the-walking-dead-episode-5---no-time-left,8.8,2012-11-21,The Walking Dead: Episode 5 - No Time Left,
xbox360,89,https://www.metacritic.com/game/xbox-360/the-beatles-rock-band,8.5,2009-09-09,The Beatles: Rock Band,
xbox360,89,https://www.metacritic.com/game/xbox-360/la-noire,7.9,2011-05-17,L.A. Noire,
xbox360,89,https://www.metacritic.com/game/xbox-360/peggle,7.9,2009-03-11,Peggle,
xbox360,89,https://www.metacritic.com/game/xbox-360/virtua-fighter-5-online,7.7,2007-10-30,Virtua Fighter 5 Online,
xbox360,89,https://www.metacritic.com/game/xbox-360/nba-2k11,8.3,2010-10-05,NBA 2K11,
xbox360,88,https://www.metacritic.com/game/xbox-360/burnout-paradise,7,2008-01-22,Burnout Paradise,
xbox360,88,https://www.metacritic.com/game/xbox-360/shadow-complex,8.7,2009-08-19,Shadow Complex,
xbox360,88,https://www.metacritic.com/game/xbox-360/call-of-duty-modern-warfare-3,3.4,2011-11-08,Call of Duty: Modern Warfare 3,
xbox360,88,https://www.metacritic.com/game/xbox-360/dishonored,7.9,2012-10-09,Dishonored,
xbox360,88,https://www.metacritic.com/game/xbox-360/pinball-fx-2-marvel-pinball---avengers-chronicles,7.6,2012-06-20,Pinball FX 2: Marvel Pinball - Avengers Chronicles,
xbox360,88,https://www.metacritic.com/game/xbox-360/nhl-10,8.3,2009-09-15,NHL 10,
xbox360,88,https://www.metacritic.com/game/xbox-360/bioshock-2,8.2,2010-02-09,BioShock 2,
xbox360,88,https://www.metacritic.com/game/xbox-360/nhl-09,8.3,2008-09-09,NHL 09,
xbox360,88,https://www.metacritic.com/game/xbox-360/tom-clancys-rainbow-six-vegas,8.3,2006-11-20,Tom Clancy's Rainbow Six Vegas,
xbox360,88,https://www.metacritic.com/game/xbox-360/super-street-fighter-ii-turbo-hd-remix,7.7,2008-11-26,Super Street Fighter II Turbo HD Remix,
xbox360,88,https://www.metacritic.com/game/xbox-360/star-wars-pinball-balance-of-the-force,6.1,2013-10-16,Star Wars Pinball: Balance of the Force,
xbox360,88,https://www.metacritic.com/game/xbox-360/the-secret-of-monkey-island-special-edition,8.4,2009-07-15,The Secret of Monkey Island: Special Edition,
xbox360,88,https://www.metacritic.com/game/xbox-360/project-gotham-racing-3,7.9,2005-11-16,Project Gotham Racing 3,
xbox360,88,https://www.metacritic.com/game/xbox-360/battlefield-bad-company-2,8.6,2010-03-02,Battlefield: Bad Company 2,
xbox360,88,https://www.metacritic.com/game/xbox-360/xcom-enemy-within,7.7,2013-11-12,XCOM: Enemy Within,
xbox360,88,https://www.metacritic.com/game/xbox-360/pinball-fx-2,8.2,2010-10-27,Pinball FX 2,
xbox360,88,https://www.metacritic.com/game/xbox-360/nhl-11,7.7,2010-09-07,NHL 11,
xbox360,88,https://www.metacritic.com/game/xbox-360/the-witcher-2-assassins-of-kings,8.4,2012-04-17,The Witcher 2: Assassins of Kings,
xbox360,88,https://www.metacritic.com/game/xbox-360/the-walking-dead-episode-3---long-road-ahead,8.3,2012-08-29,The Walking Dead: Episode 3 - Long Road Ahead,
xbox360,88,https://www.metacritic.com/game/xbox-360/fifa-soccer-11,7.5,2010-09-28,FIFA Soccer 11,
xbox360,88,https://www.metacritic.com/game/xbox-360/joe-danger-special-edition,7.7,2011-12-14,Joe Danger: Special Edition,
xbox360,88,https://www.metacritic.com/game/xbox-360/battlefield-bad-company-2-vietnam,8,2010-12-21,Battlefield: Bad Company 2 Vietnam,
xbox360,88,https://www.metacritic.com/game/xbox-360/need-for-speed-hot-pursuit,7.1,2010-11-16,Need for Speed: Hot Pursuit,
