title,platform,score,releaseDate,link
"The Lord of the Rings: The Return of the King","ps2",85,"2003-11-05","https://www.metacritic.com/game/playstation-2/the-lord-of-the-rings-the-return-of-the-king"
"The Lord of the Rings: The Third Age","gba",67,"2004-11-02","https://www.metacritic.com/game/game-boy-advance/the-lord-of-the-rings-the-third-age"
"The Lord of the Rings: The Third Age","gcn",74,"2004-11-02","https://www.metacritic.com/game/gamecube/the-lord-of-the-rings-the-third-age"
"The Lord of the Rings: The Two Towers","gcn",82,"2002-12-30","https://www.metacritic.com/game/gamecube/the-lord-of-the-rings-the-two-towers"
"The Lord of the Rings: The Two Towers","ps2",82,"2002-10-21","https://www.metacritic.com/game/playstation-2/the-lord-of-the-rings-the-two-towers"
"The Lost Vikings","gba",75,"2003-03-30","https://www.metacritic.com/game/game-boy-advance/the-lost-vikings"
"The Mark of Kri","ps2",80,"2002-07-29","https://www.metacritic.com/game/playstation-2/the-mark-of-kri"
"The Muppets: On With The Show!","gba",65,"2003-03-18","https://www.metacritic.com/game/game-boy-advance/the-muppets-on-with-the-show!"
"The New York Times Crosswords","ds",79,"2007-05-29","https://www.metacritic.com/game/ds/the-new-york-times-crosswords"
"The Pinball of the Dead","gba",79,"2002-06-16","https://www.metacritic.com/game/game-boy-advance/the-pinball-of-the-dead"
"The Powerpuff Girls: Mojo Jojo A-Go-Go","gba",60,"2001-11-27","https://www.metacritic.com/game/game-boy-advance/the-powerpuff-girls-mojo-jojo-a-go-go"
"The Revenge of Shinobi","gba",51,"2002-11-19","https://www.metacritic.com/game/game-boy-advance/the-revenge-of-shinobi"
"The Rub Rabbits!","ds",68,"2006-02-13","https://www.metacritic.com/game/ds/the-rub-rabbits!"
"The Scorpion King: Sword of Osiris","gba",72,"2002-03-31","https://www.metacritic.com/game/game-boy-advance/the-scorpion-king-sword-of-osiris"
"The Simpsons Game","ds",69,"2007-10-30","https://www.metacritic.com/game/ds/the-simpsons-game"
"The Simpsons Road Rage","gcn",67,"2001-12-17","https://www.metacritic.com/game/gamecube/the-simpsons-road-rage"
"The Simpsons: Hit & Run","gcn",79,"2003-09-16","https://www.metacritic.com/game/gamecube/the-simpsons-hit-run"
"The Simpsons: Road Rage","gba",55,"2003-06-30","https://www.metacritic.com/game/game-boy-advance/the-simpsons-road-rage"
"The Sims","gcn",85,"2003-03-25","https://www.metacritic.com/game/gamecube/the-sims"
"The Sims","ps2",83,"2003-01-12","https://www.metacritic.com/game/playstation-2/the-sims"
"The Sims 2","ds",70,"2005-10-24","https://www.metacritic.com/game/ds/the-sims-2"
"The Sims 2","gba",58,"2005-10-24","https://www.metacritic.com/game/game-boy-advance/the-sims-2"
"The Sims 2","gcn",73,"2005-10-24","https://www.metacritic.com/game/gamecube/the-sims-2"
"The Sims 2: Pets","gcn",66,"2006-10-17","https://www.metacritic.com/game/gamecube/the-sims-2-pets"
"The Sims 3","ds",73,"2010-10-26","https://www.metacritic.com/game/ds/the-sims-3"
"The Sims Bustin' Out","gcn",81,"2003-12-15","https://www.metacritic.com/game/gamecube/the-sims-bustin-out"
"The Sims Bustin' Out","ps2",81,"2003-12-15","https://www.metacritic.com/game/playstation-2/the-sims-bustin-out"
"The SpongeBob SquarePants Movie","gcn",73,"2004-10-27","https://www.metacritic.com/game/gamecube/the-spongebob-squarepants-movie"
"The Sum of All Fears","gba",69,"2002-11-19","https://www.metacritic.com/game/game-boy-advance/the-sum-of-all-fears"
"The Three Stooges","gba",53,"2002-03-31","https://www.metacritic.com/game/game-boy-advance/the-three-stooges"
"The Tower SP","gba",62,"2006-03-21","https://www.metacritic.com/game/game-boy-advance/the-tower-sp"
"The Urbz: Sims in the City","ds",67,"2004-11-17","https://www.metacritic.com/game/ds/the-urbz-sims-in-the-city"
"The Urbz: Sims in the City","gcn",73,"2004-11-09","https://www.metacritic.com/game/gamecube/the-urbz-sims-in-the-city"
"The Warriors","ps2",84,"2005-10-17","https://www.metacritic.com/game/playstation-2/the-warriors"
"The Weakest Link","ps1",63,"2001-09-24","https://www.metacritic.com/game/playstation/the-weakest-link"
"The Wizard of Oz: Beyond the Yellow Brick Road","ds",68,"2009-09-29","https://www.metacritic.com/game/ds/the-wizard-of-oz-beyond-the-yellow-brick-road"
"The World Ends with You","ds",88,"2008-04-22","https://www.metacritic.com/game/ds/the-world-ends-with-you"
"Theme Park","ds",72,"2007-03-20","https://www.metacritic.com/game/ds/theme-park"
"Theme Park Roller Coaster","ps2",82,"2000-12-04","https://www.metacritic.com/game/playstation-2/theme-park-roller-coaster"
"Thunder Force V","ps1",70,"1998-08-31","https://www.metacritic.com/game/playstation/thunder-force-v"
"Tiger Woods PGA Tour 06","gcn",82,"2005-09-20","https://www.metacritic.com/game/gamecube/tiger-woods-pga-tour-06"
"Tiger Woods PGA Tour 06","ps2",83,"2005-09-20","https://www.metacritic.com/game/playstation-2/tiger-woods-pga-tour-06"
"Tiger Woods PGA Tour 08","ds",81,"2007-08-28","https://www.metacritic.com/game/ds/tiger-woods-pga-tour-08"
"Tiger Woods PGA Tour 2002","ps2",80,"2002-02-24","https://www.metacritic.com/game/playstation-2/tiger-woods-pga-tour-2002"
"Tiger Woods PGA Tour 2003","gcn",90,"2002-10-27","https://www.metacritic.com/game/gamecube/tiger-woods-pga-tour-2003"
"Tiger Woods PGA Tour 2003","ps2",88,"2002-10-27","https://www.metacritic.com/game/playstation-2/tiger-woods-pga-tour-2003"
"Tiger Woods PGA Tour 2004","gcn",89,"2003-09-22","https://www.metacritic.com/game/gamecube/tiger-woods-pga-tour-2004"
"Tiger Woods PGA Tour 2004","ps2",89,"2003-09-22","https://www.metacritic.com/game/playstation-2/tiger-woods-pga-tour-2004"
"Tiger Woods PGA Tour 2005","gcn",88,"2004-09-20","https://www.metacritic.com/game/gamecube/tiger-woods-pga-tour-2005"
"Tiger Woods PGA Tour 2005","ps2",88,"2004-09-20","https://www.metacritic.com/game/playstation-2/tiger-woods-pga-tour-2005"
"Tiger Woods PGA Tour Golf","ps1",65,"2000-11-13","https://www.metacritic.com/game/playstation/tiger-woods-pga-tour-golf"
"Time Crisis 3","ps2",81,"2003-10-21","https://www.metacritic.com/game/playstation-2/time-crisis-3"
"Time Crisis II","ps2",81,"2001-10-01","https://www.metacritic.com/game/playstation-2/time-crisis-ii"
"Time Crisis: Project Titan","ps1",71,"2001-06-20","https://www.metacritic.com/game/playstation/time-crisis-project-titan"
"TimeSplitters","ps2",81,"2000-10-23","https://www.metacritic.com/game/playstation-2/timesplitters"
"TimeSplitters 2","gcn",88,"2002-10-16","https://www.metacritic.com/game/gamecube/timesplitters-2"
"TimeSplitters 2","ps2",90,"2002-10-09","https://www.metacritic.com/game/playstation-2/timesplitters-2"
"TimeSplitters: Future Perfect","gcn",82,"2005-03-21","https://www.metacritic.com/game/gamecube/timesplitters-future-perfect"
"TimeSplitters: Future Perfect","ps2",84,"2005-03-21","https://www.metacritic.com/game/playstation-2/timesplitters-future-perfect"
"Titan Attacks!","3ds",63,"2015-02-26","https://www.metacritic.com/game/3ds/titan-attacks!"
"TMNT","gba",80,"2007-03-20","https://www.metacritic.com/game/game-boy-advance/tmnt"
"TOCA Race Driver 3","ps2",82,"2006-02-22","https://www.metacritic.com/game/playstation-2/toca-race-driver-3"
"Tokyo Crash Mobs","3ds",68,"2013-01-17","https://www.metacritic.com/game/3ds/tokyo-crash-mobs"
"Tom Clancy's EndWar","ds",69,"2008-11-04","https://www.metacritic.com/game/ds/tom-clancys-endwar"
"Tom Clancy's Ghost Recon","gcn",59,"2003-02-09","https://www.metacritic.com/game/gamecube/tom-clancys-ghost-recon"
"Tom Clancy's Rainbow Six 3","gcn",68,"2004-06-17","https://www.metacritic.com/game/gamecube/tom-clancys-rainbow-six-3"
"Tom Clancy's Rainbow Six: Lockdown","gcn",72,"2005-09-27","https://www.metacritic.com/game/gamecube/tom-clancys-rainbow-six-lockdown"
"Tom Clancy's Rainbow Six: Rogue Spear","gba",76,"2002-03-18","https://www.metacritic.com/game/game-boy-advance/tom-clancys-rainbow-six-rogue-spear"
"Tom Clancy's Splinter Cell","gba",77,"2003-04-27","https://www.metacritic.com/game/game-boy-advance/tom-clancys-splinter-cell"
"Tom Clancy's Splinter Cell","gcn",89,"2003-04-10","https://www.metacritic.com/game/gamecube/tom-clancys-splinter-cell"
"Tom Clancy's Splinter Cell","ps2",89,"2003-04-08","https://www.metacritic.com/game/playstation-2/tom-clancys-splinter-cell"
"Tom Clancy's Splinter Cell Chaos Theory","gcn",81,"2005-03-31","https://www.metacritic.com/game/gamecube/tom-clancys-splinter-cell-chaos-theory"
"Tom Clancy's Splinter Cell Chaos Theory","ps2",87,"2005-03-28","https://www.metacritic.com/game/playstation-2/tom-clancys-splinter-cell-chaos-theory"
"Tom Clancy's Splinter Cell Double Agent","gcn",64,"2006-10-26","https://www.metacritic.com/game/gamecube/tom-clancys-splinter-cell-double-agent"
"Tom Clancy's Splinter Cell Double Agent","ps2",84,"2006-10-24","https://www.metacritic.com/game/playstation-2/tom-clancys-splinter-cell-double-agent"
"Tom Clancy's Splinter Cell Pandora Tomorrow","gba",68,"2004-03-24","https://www.metacritic.com/game/game-boy-advance/tom-clancys-splinter-cell-pandora-tomorrow"
"Tom Clancy's Splinter Cell Pandora Tomorrow","gcn",78,"2004-07-20","https://www.metacritic.com/game/gamecube/tom-clancys-splinter-cell-pandora-tomorrow"
"Tom Clancy's Splinter Cell Pandora Tomorrow","ps2",87,"2004-06-16","https://www.metacritic.com/game/playstation-2/tom-clancys-splinter-cell-pandora-tomorrow"
"Tomb Raider","ps1",91,"1996-11-15","https://www.metacritic.com/game/playstation/tomb-raider"
"Tomb Raider III","ps1",76,"1998-11-21","https://www.metacritic.com/game/playstation/tomb-raider-iii"
"Tomb Raider: Legend","ps2",82,"2006-04-11","https://www.metacritic.com/game/playstation-2/tomb-raider-legend"
"Tomb Raider: The Prophecy","gba",66,"2002-11-12","https://www.metacritic.com/game/game-boy-advance/tomb-raider-the-prophecy"
"Tomb Raider: Underworld","ds",70,"2008-11-18","https://www.metacritic.com/game/ds/tomb-raider-underworld"
"Tony Hawk's American Sk8land","ds",84,"2005-11-16","https://www.metacritic.com/game/ds/tony-hawks-american-sk8land"
"Tony Hawk's American Sk8land","gba",64,"2005-10-18","https://www.metacritic.com/game/game-boy-advance/tony-hawks-american-sk8land"
"Tony Hawk's American Wasteland","gcn",76,"2005-10-18","https://www.metacritic.com/game/gamecube/tony-hawks-american-wasteland"
"Tony Hawk's Downhill Jam","ds",76,"2006-10-24","https://www.metacritic.com/game/ds/tony-hawks-downhill-jam"
"Tony Hawk's Pro Skater","ps1",92,"1999-08-31","https://www.metacritic.com/game/playstation/tony-hawks-pro-skater"
"Tony Hawk's Pro Skater 2","gba",95,"2001-05-30","https://www.metacritic.com/game/game-boy-advance/tony-hawks-pro-skater-2"
"Tony Hawk's Pro Skater 2","n64",84,"2001-08-21","https://www.metacritic.com/game/nintendo-64/tony-hawks-pro-skater-2"
"Tony Hawk's Pro Skater 2","ps1",98,"2000-09-20","https://www.metacritic.com/game/playstation/tony-hawks-pro-skater-2"
"Tony Hawk's Pro Skater 3","gba",90,"2002-03-04","https://www.metacritic.com/game/game-boy-advance/tony-hawks-pro-skater-3"
"Tony Hawk's Pro Skater 3","gcn",91,"2001-11-13","https://www.metacritic.com/game/gamecube/tony-hawks-pro-skater-3"
"Tony Hawk's Pro Skater 3","ps1",87,"2001-10-29","https://www.metacritic.com/game/playstation/tony-hawks-pro-skater-3"
"Tony Hawk's Pro Skater 3","ps2",97,"2001-10-28","https://www.metacritic.com/game/playstation-2/tony-hawks-pro-skater-3"
"Tony Hawk's Pro Skater 4","gba",85,"2002-10-28","https://www.metacritic.com/game/game-boy-advance/tony-hawks-pro-skater-4"
"Tony Hawk's Pro Skater 4","gcn",91,"2002-10-23","https://www.metacritic.com/game/gamecube/tony-hawks-pro-skater-4"
"Tony Hawk's Pro Skater 4","ps2",94,"2002-10-23","https://www.metacritic.com/game/playstation-2/tony-hawks-pro-skater-4"
"Tony Hawk's Proving Ground","ds",79,"2007-10-15","https://www.metacritic.com/game/ds/tony-hawks-proving-ground"
"Tony Hawk's Underground","gba",86,"2003-10-27","https://www.metacritic.com/game/game-boy-advance/tony-hawks-underground"
"Tony Hawk's Underground","gcn",89,"2003-10-27","https://www.metacritic.com/game/gamecube/tony-hawks-underground"
"Tony Hawk's Underground","ps2",90,"2003-10-27","https://www.metacritic.com/game/playstation-2/tony-hawks-underground"
"Tony Hawk's Underground 2","gcn",82,"2004-10-04","https://www.metacritic.com/game/gamecube/tony-hawks-underground-2"
"Tony Hawk's Underground 2","ps2",83,"2004-10-04","https://www.metacritic.com/game/playstation-2/tony-hawks-underground-2"
"Top Gear Rally","gba",78,"2003-10-28","https://www.metacritic.com/game/game-boy-advance/top-gear-rally"
"Top Gun: Combat Zones","gcn",59,"2002-10-24","https://www.metacritic.com/game/gamecube/top-gun-combat-zones"
"Torneko: The Last Hope","ps1",66,"2000-11-15","https://www.metacritic.com/game/playstation/torneko-the-last-hope"
"Touch Detective 2 1/2","ds",67,"2007-10-09","https://www.metacritic.com/game/ds/touch-detective-2-12"
"TouchMaster","ds",71,"2007-06-25","https://www.metacritic.com/game/ds/touchmaster"
"TouchMaster 2","ds",76,"2008-10-21","https://www.metacritic.com/game/ds/touchmaster-2"
"TouchMaster 3","ds",68,"2009-10-23","https://www.metacritic.com/game/ds/touchmaster-3"
"Toy Story 2: Buzz Lightyear to the Rescue","n64",58,"1999-11-30","https://www.metacritic.com/game/nintendo-64/toy-story-2-buzz-lightyear-to-the-rescue"
"Toy Story 2: Buzz Lightyear to the Rescue!","ps1",75,"1999-11-30","https://www.metacritic.com/game/playstation/toy-story-2-buzz-lightyear-to-the-rescue!"
"Toy Story Racer","ps1",76,"2001-03-05","https://www.metacritic.com/game/playstation/toy-story-racer"
"Trace Memory","ds",70,"2005-09-27","https://www.metacritic.com/game/ds/trace-memory"
"TrackMania DS","ds",75,"2009-03-17","https://www.metacritic.com/game/ds/trackmania-ds"
"Trajectile","ds",77,"2010-01-04","https://www.metacritic.com/game/ds/trajectile"
"Transformers Animated: The Game","ds",69,"2008-10-21","https://www.metacritic.com/game/ds/transformers-animated-the-game"
"Transformers: Autobots","ds",67,"2007-06-19","https://www.metacritic.com/game/ds/transformers-autobots"
"Transformers: Decepticons","ds",66,"2007-06-19","https://www.metacritic.com/game/ds/transformers-decepticons"
"Trauma Center: Under the Knife","ds",81,"2005-10-04","https://www.metacritic.com/game/ds/trauma-center-under-the-knife"
"Trauma Center: Under the Knife 2","ds",79,"2008-07-02","https://www.metacritic.com/game/ds/trauma-center-under-the-knife-2"
"Treasure World","ds",68,"2009-06-30","https://www.metacritic.com/game/ds/treasure-world"
"Triple Play Baseball","ps1",76,"2001-03-12","https://www.metacritic.com/game/playstation/triple-play-baseball"
"Tron 2.0: Killer App","gba",68,"2004-10-20","https://www.metacritic.com/game/game-boy-advance/tron-20-killer-app"
"True Crime: New York City","gcn",59,"2005-11-15","https://www.metacritic.com/game/gamecube/true-crime-new-york-city"
"True Crime: Streets of LA","gcn",77,"2003-11-03","https://www.metacritic.com/game/gamecube/true-crime-streets-of-la"
"True Swing Golf","ds",66,"2006-01-23","https://www.metacritic.com/game/ds/true-swing-golf"
"Tube Slider","gcn",62,"2003-04-17","https://www.metacritic.com/game/gamecube/tube-slider"
"Turbo Turtle Adventure","gba",70,"2002-09-14","https://www.metacritic.com/game/game-boy-advance/turbo-turtle-adventure"
"Turok 2: Seeds of Evil","n64",86,"1998-10-21","https://www.metacritic.com/game/nintendo-64/turok-2-seeds-of-evil"
"Turok 3: Shadow of Oblivion","n64",77,"2000-08-30","https://www.metacritic.com/game/nintendo-64/turok-3-shadow-of-oblivion"
"Turok: Dinosaur Hunter","n64",85,"1997-02-28","https://www.metacritic.com/game/nintendo-64/turok-dinosaur-hunter"
"Turok: Evolution","gba",72,"2002-08-26","https://www.metacritic.com/game/game-boy-advance/turok-evolution"
"Turok: Evolution","gcn",70,"2002-08-31","https://www.metacritic.com/game/gamecube/turok-evolution"
"Twisted Metal: Black","ps2",91,"2001-06-18","https://www.metacritic.com/game/playstation-2/twisted-metal-black"
"Ty the Tasmanian Tiger","gcn",69,"2002-09-10","https://www.metacritic.com/game/gamecube/ty-the-tasmanian-tiger"
"Ty the Tasmanian Tiger 2: Bush Rescue","gba",63,"2004-10-12","https://www.metacritic.com/game/game-boy-advance/ty-the-tasmanian-tiger-2-bush-rescue"
"Ty the Tasmanian Tiger 2: Bush Rescue","gcn",70,"2004-10-12","https://www.metacritic.com/game/gamecube/ty-the-tasmanian-tiger-2-bush-rescue"
"Ty the Tasmanian Tiger 3: Night of the Quinkan","gcn",68,"2005-10-12","https://www.metacritic.com/game/gamecube/ty-the-tasmanian-tiger-3-night-of-the-quinkan"
"Ultimate Band","ds",69,"2008-11-18","https://www.metacritic.com/game/ds/ultimate-band"
"Ultimate Brain Games","gba",80,"2003-03-18","https://www.metacritic.com/game/game-boy-advance/ultimate-brain-games"
"Ultimate Fighting Championship: Throwdown","gcn",67,"2002-07-29","https://www.metacritic.com/game/gamecube/ultimate-fighting-championship-throwdown"
"Ultimate Mortal Kombat","ds",73,"2007-11-12","https://www.metacritic.com/game/ds/ultimate-mortal-kombat"
"Ultimate Muscle: Legends vs New Generation","gcn",77,"2003-06-05","https://www.metacritic.com/game/gamecube/ultimate-muscle-legends-vs-new-generation"
"Ultimate Muscle: The Kinnikuman Legacy - The Path of the Superhero","gba",70,"2003-06-05","https://www.metacritic.com/game/game-boy-advance/ultimate-muscle-the-kinnikuman-legacy---the-path-of-the-superhero"
"Ultimate NES Remix","3ds",69,"2014-11-07","https://www.metacritic.com/game/3ds/ultimate-nes-remix"
"Ultimate Spider-Man","ds",78,"2005-09-19","https://www.metacritic.com/game/ds/ultimate-spider-man"
"Ultimate Spider-Man","gcn",76,"2005-09-21","https://www.metacritic.com/game/gamecube/ultimate-spider-man"
"Unchained Blades","3ds",65,"2013-01-03","https://www.metacritic.com/game/3ds/unchained-blades"
"Urban Trial Freestyle","3ds",64,"2013-06-27","https://www.metacritic.com/game/3ds/urban-trial-freestyle"
"Urban Trial Freestyle 2","3ds",67,"2017-03-30","https://www.metacritic.com/game/3ds/urban-trial-freestyle-2"
"V-Rally 3","gba",82,"2002-09-30","https://www.metacritic.com/game/game-boy-advance/v-rally-3"
"V-Rally 3","ps2",82,"2002-10-22","https://www.metacritic.com/game/playstation-2/v-rally-3"
"Vagrant Story","ps1",92,"2000-05-15","https://www.metacritic.com/game/playstation/vagrant-story"
"Valkyrie Profile","ps1",81,"2000-08-29","https://www.metacritic.com/game/playstation/valkyrie-profile"
"Valkyrie Profile 2: Silmeria","ps2",84,"2006-09-26","https://www.metacritic.com/game/playstation-2/valkyrie-profile-2-silmeria"
"Valkyrie Profile: Covenant of the Plume","ds",74,"2009-03-16","https://www.metacritic.com/game/ds/valkyrie-profile-covenant-of-the-plume"
"Vanguard Bandits","ps1",62,"2000-04-29","https://www.metacritic.com/game/playstation/vanguard-bandits"
"Vanishing Point","ps1",68,"2001-02-05","https://www.metacritic.com/game/playstation/vanishing-point"
"Vexx","gcn",71,"2003-02-10","https://www.metacritic.com/game/gamecube/vexx"
"Viewtiful Joe","gcn",93,"2003-10-07","https://www.metacritic.com/game/gamecube/viewtiful-joe"
"Viewtiful Joe","ps2",90,"2004-08-24","https://www.metacritic.com/game/playstation-2/viewtiful-joe"
"Viewtiful Joe 2","gcn",86,"2004-11-18","https://www.metacritic.com/game/gamecube/viewtiful-joe-2"
"Viewtiful Joe 2","ps2",85,"2004-12-07","https://www.metacritic.com/game/playstation-2/viewtiful-joe-2"
"Viewtiful Joe: Double Trouble!","ds",73,"2005-11-18","https://www.metacritic.com/game/ds/viewtiful-joe-double-trouble!"
"Viewtiful Joe: Red Hot Rumble","gcn",62,"2005-11-08","https://www.metacritic.com/game/gamecube/viewtiful-joe-red-hot-rumble"
"Virtua Fighter 4","ps2",94,"2002-03-17","https://www.metacritic.com/game/playstation-2/virtua-fighter-4"
"Virtua Fighter 4: Evolution","ps2",93,"2003-08-13","https://www.metacritic.com/game/playstation-2/virtua-fighter-4-evolution"
"Virtua Striker 2002","gcn",58,"2002-05-20","https://www.metacritic.com/game/gamecube/virtua-striker-2002"
"Virtua Tennis","gba",83,"2002-10-08","https://www.metacritic.com/game/game-boy-advance/virtua-tennis"
"Viva Pinata: Pocket Paradise","ds",82,"2008-09-08","https://www.metacritic.com/game/ds/viva-pinata-pocket-paradise"
"Wade Hixton's Counter Punch","gba",78,"2004-03-15","https://www.metacritic.com/game/game-boy-advance/wade-hixtons-counter-punch"
"Wakeboarding Unleashed Featuring Shaun Murray","gba",67,"2003-11-10","https://www.metacritic.com/game/game-boy-advance/wakeboarding-unleashed-featuring-shaun-murray"
"Wakeboarding Unleashed Featuring Shaun Murray","ps2",83,"2003-06-10","https://www.metacritic.com/game/playstation-2/wakeboarding-unleashed-featuring-shaun-murray"
"Wallace & Gromit in Project Zoo","gcn",66,"2003-10-14","https://www.metacritic.com/game/gamecube/wallace-gromit-in-project-zoo"
"War of the Monsters","ps2",80,"2003-01-14","https://www.metacritic.com/game/playstation-2/war-of-the-monsters"
"Wario Land 4","gba",88,"2001-11-18","https://www.metacritic.com/game/game-boy-advance/wario-land-4"
"Wario World","gcn",71,"2003-06-24","https://www.metacritic.com/game/gamecube/wario-world"
"WarioWare D.I.Y.","ds",82,"2010-03-28","https://www.metacritic.com/game/ds/warioware-diy"
"WarioWare, Inc.: Mega Microgame$!","gba",89,"2003-05-21","https://www.metacritic.com/game/game-boy-advance/warioware-inc-mega-microgame!"
"WarioWare, Inc.: Mega Party Game$!","gcn",76,"2004-04-06","https://www.metacritic.com/game/gamecube/warioware-inc-mega-party-game!"
"WarioWare: Touched!","ds",81,"2005-02-14","https://www.metacritic.com/game/ds/warioware-touched!"
"WarioWare: Twisted!","gba",88,"2005-05-23","https://www.metacritic.com/game/game-boy-advance/warioware-twisted!"
"Wave Race 64","n64",92,"1996-11-01","https://www.metacritic.com/game/nintendo-64/wave-race-64"
"Wave Race: Blue Storm","gcn",80,"2001-11-17","https://www.metacritic.com/game/gamecube/wave-race-blue-storm"
"WCW Backstage Assault","n64",48,"2000-12-12","https://www.metacritic.com/game/nintendo-64/wcw-backstage-assault"
"We Love Katamari","ps2",86,"2005-09-20","https://www.metacritic.com/game/playstation-2/we-love-katamari"
"Weapon Shop de Omasse","3ds",63,"2014-02-20","https://www.metacritic.com/game/3ds/weapon-shop-de-omasse"
"Whirl Tour","gcn",61,"2002-11-12","https://www.metacritic.com/game/gamecube/whirl-tour"
"Wing Commander: Prophecy","gba",70,"2003-06-04","https://www.metacritic.com/game/game-boy-advance/wing-commander-prophecy"
"Wings","gba",72,"2003-02-13","https://www.metacritic.com/game/game-boy-advance/wings"
"Winnie the Pooh's Rumbly Tumbly Adventure","gcn",59,"2005-02-08","https://www.metacritic.com/game/gamecube/winnie-the-poohs-rumbly-tumbly-adventure"
"Winning Eleven: Pro Evolution Soccer 2007","ps2",86,"2007-02-06","https://www.metacritic.com/game/playstation-2/winning-eleven-pro-evolution-soccer-2007"
"Wipeout 3","ps1",89,"1999-08-31","https://www.metacritic.com/game/playstation/wipeout-3"
"WipeOut 64","n64",84,"1998-11-03","https://www.metacritic.com/game/nintendo-64/wipeout-64"
"Wipeout Fusion","ps2",83,"2002-06-17","https://www.metacritic.com/game/playstation-2/wipeout-fusion"
"Wipeout XL","ps1",93,"1996-09-30","https://www.metacritic.com/game/playstation/wipeout-xl"
"Wolfenstein 3D","gba",57,"2002-03-31","https://www.metacritic.com/game/game-boy-advance/wolfenstein-3d"
"WordJong","ds",77,"2007-11-16","https://www.metacritic.com/game/ds/wordjong"
"World Championship Poker: Deluxe Series","ds",67,"2005-04-17","https://www.metacritic.com/game/ds/world-championship-poker-deluxe-series"
"World Driver Championship","n64",75,"1999-05-31","https://www.metacritic.com/game/nintendo-64/world-driver-championship"
"World of Outlaws: Sprint Cars 2002","ps2",80,"2002-03-26","https://www.metacritic.com/game/playstation-2/world-of-outlaws-sprint-cars-2002"
"World Rally Championship","ps2",80,"2002-03-21","https://www.metacritic.com/game/playstation-2/world-rally-championship"
"World Series Baseball 2K3","ps2",87,"2003-03-17","https://www.metacritic.com/game/playstation-2/world-series-baseball-2k3"
"World Soccer Winning Eleven 6 International","ps2",93,"2003-03-11","https://www.metacritic.com/game/playstation-2/world-soccer-winning-eleven-6-international"
"World Soccer Winning Eleven 7 International","ps2",93,"2004-02-17","https://www.metacritic.com/game/playstation-2/world-soccer-winning-eleven-7-international"
"World Soccer Winning Eleven 8 International","ps2",91,"2005-02-01","https://www.metacritic.com/game/playstation-2/world-soccer-winning-eleven-8-international"
"Worms 3D","gcn",69,"2004-03-11","https://www.metacritic.com/game/gamecube/worms-3d"
"Worms Blast","gcn",65,"2002-10-24","https://www.metacritic.com/game/gamecube/worms-blast"
"Worms: Open Warfare 2","ds",81,"2007-09-04","https://www.metacritic.com/game/ds/worms-open-warfare-2"
"Wreckless: The Yakuza Missions","gcn",58,"2002-11-13","https://www.metacritic.com/game/gamecube/wreckless-the-yakuza-missions"
"WTA Tour Tennis","gba",66,"2002-05-31","https://www.metacritic.com/game/game-boy-advance/wta-tour-tennis"
"WWE Day of Reckoning","gcn",79,"2004-08-30","https://www.metacritic.com/game/gamecube/wwe-day-of-reckoning"
"WWE Day of Reckoning 2","gcn",76,"2005-08-29","https://www.metacritic.com/game/gamecube/wwe-day-of-reckoning-2"
"WWE Road to WrestleMania X8","gba",73,"2002-10-23","https://www.metacritic.com/game/game-boy-advance/wwe-road-to-wrestlemania-x8"
"WWE SmackDown vs. Raw 2007","ps2",80,"2006-11-14","https://www.metacritic.com/game/playstation-2/wwe-smackdown-vs-raw-2007"
"WWE SmackDown vs. Raw 2010","ds",75,"2009-10-20","https://www.metacritic.com/game/ds/wwe-smackdown-vs-raw-2010"
"WWE SmackDown! Here Comes the Pain","ps2",85,"2003-10-27","https://www.metacritic.com/game/playstation-2/wwe-smackdown!-here-comes-the-pain"
"WWE SmackDown! Shut Your Mouth","ps2",82,"2002-10-31","https://www.metacritic.com/game/playstation-2/wwe-smackdown!-shut-your-mouth"
"WWE SmackDown! vs. Raw","ps2",80,"2004-11-02","https://www.metacritic.com/game/playstation-2/wwe-smackdown!-vs-raw"
"WWE SmackDown! vs. Raw 2006","ps2",84,"2005-11-14","https://www.metacritic.com/game/playstation-2/wwe-smackdown!-vs-raw-2006"
"WWE Survivor Series","gba",55,"2004-10-12","https://www.metacritic.com/game/game-boy-advance/wwe-survivor-series"
"WWE WrestleMania X8","gcn",64,"2002-06-09","https://www.metacritic.com/game/gamecube/wwe-wrestlemania-x8"
"WWE WrestleMania XIX","gcn",76,"2003-09-08","https://www.metacritic.com/game/gamecube/wwe-wrestlemania-xix"
"WWF No Mercy","n64",89,"2000-11-17","https://www.metacritic.com/game/nintendo-64/wwf-no-mercy"
"WWF Road to Wrestlemania","gba",62,"2001-11-18","https://www.metacritic.com/game/game-boy-advance/wwf-road-to-wrestlemania"
"WWF SmackDown! 2: Know Your Role","ps1",90,"2000-11-21","https://www.metacritic.com/game/playstation/wwf-smackdown!-2-know-your-role"
"X-Men Legends","gcn",81,"2004-09-21","https://www.metacritic.com/game/gamecube/x-men-legends"
"X-Men Legends","ps2",79,"2004-09-21","https://www.metacritic.com/game/playstation-2/x-men-legends"
"X-Men Legends II: Rise of Apocalypse","gcn",82,"2005-09-20","https://www.metacritic.com/game/gamecube/x-men-legends-ii-rise-of-apocalypse"
