platform,Title,Score,compatibility,link,user score,release date,Price,price charting id,,release year,score tier,score pctl,price tier,price pctl,points per dollar,ppd 69,
xbox-360,Tom Clancy's Ghost Recon Advanced Warfighter,90,none,https://www.metacritic.com/game/xbox-360/tom-clancys-ghost-recon-advanced-warfighter,7.9,"Mar 9, 2006",,,,2006,,,,,,,
xbox-360,Trials Evolution,90,none,https://www.metacritic.com/game/xbox-360/trials-evolution,8,"Apr 18, 2012",,,,2012,,,,,,,
xbox-360,Grand Theft Auto IV: The Lost and Damned,90,none,https://www.metacritic.com/game/xbox-360/grand-theft-auto-iv-the-lost-and-damned,8,"Feb 17, 2009",,,,2009,,,,,,,
xbox-360,FIFA Soccer 12,90,none,https://www.metacritic.com/game/xbox-360/fifa-soccer-12,6.8,"Sep 27, 2011",,,,2011,,,,,,,
xbox-360,FIFA Soccer 10,90,none,https://www.metacritic.com/game/xbox-360/fifa-soccer-10,7.4,"Oct 20, 2009",,,,2009,,,,,,,
xbox-360,Portal: Still Alive,90,none,https://www.metacritic.com/game/xbox-360/portal-still-alive,8.3,"Oct 22, 2008",,,,2008,,,,,,,
xbox-360,LIMBO,90,none,https://www.metacritic.com/game/xbox-360/limbo,8.4,"Jul 21, 2010",,,,2010,,,,,,,
xbox-360,Mark of the Ninja,90,none,https://www.metacritic.com/game/xbox-360/mark-of-the-ninja,7.4,"Sep 7, 2012",,,,2012,,,,,,,
xbox-360,Super Meat Boy,90,none,https://www.metacritic.com/game/xbox-360/super-meat-boy,8,"Oct 20, 2010",,,,2010,,,,,,,
xbox-360,Dead Space 2,90,none,https://www.metacritic.com/game/xbox-360/dead-space-2,8.6,"Jan 25, 2011",,,,2011,,,,,,,
xbox-360,Geometry Wars: Retro Evolved 2,90,none,https://www.metacritic.com/game/xbox-360/geometry-wars-retro-evolved-2,8.3,"Jul 30, 2008",,,,2008,,,,,,,
xbox-360,XCOM: Enemy Unknown,90,none,https://www.metacritic.com/game/xbox-360/xcom-enemy-unknown,8.3,"Oct 9, 2012",,,,2012,,,,,,,
xbox-360,Forza Motorsport 2,90,none,https://www.metacritic.com/game/xbox-360/forza-motorsport-2,8.3,"May 29, 2007",,,,2007,,,,,,,
xbox-360,Metal Gear Solid HD Collection,90,none,https://www.metacritic.com/game/xbox-360/metal-gear-solid-hd-collection,8.7,"Nov 8, 2011",,,,2011,,,,,,,
xbox-360,FIFA Soccer 13,90,Kinect Compatible,https://www.metacritic.com/game/xbox-360/fifa-soccer-13,6.2,"Sep 25, 2012",,,,2012,,,,,,,
xbox-360,Rayman Legends,90,none,https://www.metacritic.com/game/xbox-360/rayman-legends,8.2,"Sep 3, 2013",,,,2013,,,,,,,
xbox-360,NBA 2K12,90,none,https://www.metacritic.com/game/xbox-360/nba-2k12,7.7,"Oct 4, 2011",,,,2011,,,,,,,
xbox-360,Borderlands 2,89,none,https://www.metacritic.com/game/xbox-360/borderlands-2,8.3,"Sep 18, 2012",,,,2012,,,,,,,
xbox-360,Call of Duty 2,89,none,https://www.metacritic.com/game/xbox-360/call-of-duty-2,8.2,"Nov 17, 2005",,,,2005,,,,,,,
xbox-360,Plants vs. Zombies,89,none,https://www.metacritic.com/game/xbox-360/plants-vs-zombies,8.4,"Sep 8, 2010",,,,2010,,,,,,,
xbox-360,Rez HD,89,none,https://www.metacritic.com/game/xbox-360/rez-hd,8,"Jan 30, 2008",,,,2008,,,,,,,
xbox-360,Castlevania: Symphony of the Night,89,none,https://www.metacritic.com/game/xbox-360/castlevania-symphony-of-the-night,8.7,"Mar 21, 2007",,,,2007,,,,,,,
xbox-360,Fable II,89,none,https://www.metacritic.com/game/xbox-360/fable-ii,6.6,"Oct 21, 2008",,,,2008,,,,,,,
xbox-360,Assassin's Creed: Brotherhood,89,none,https://www.metacritic.com/game/xbox-360/assassins-creed-brotherhood,8.4,"Nov 16, 2010",,,,2010,,,,,,,
xbox-360,Left 4 Dead 2,89,none,https://www.metacritic.com/game/xbox-360/left-4-dead-2,8.5,"Nov 17, 2009",,,,2009,,,,,,,
xbox-360,Left 4 Dead,89,none,https://www.metacritic.com/game/xbox-360/left-4-dead,7.9,"Nov 17, 2008",,,,2008,,,,,,,
xbox-360,Dark Souls,89,none,https://www.metacritic.com/game/xbox-360/dark-souls,8.5,"Oct 4, 2011",,,,2011,,,,,,,
xbox-360,Grand Theft Auto IV: The Ballad of Gay Tony,89,none,https://www.metacritic.com/game/xbox-360/grand-theft-auto-iv-the-ballad-of-gay-tony,8.5,"Oct 29, 2009",,,,2009,,,,,,,
xbox-360,Fez,89,none,https://www.metacritic.com/game/xbox-360/fez,6.2,"Apr 13, 2012",,,,2012,,,,,,,
xbox-360,Burnout Revenge,89,none,https://www.metacritic.com/game/xbox-360/burnout-revenge,8.3,"Mar 7, 2006",,,,2006,,,,,,,
xbox-360,Dead Space,89,none,https://www.metacritic.com/game/xbox-360/dead-space,8.7,"Oct 13, 2008",,,,2008,,,,,,,
xbox-360,Dark Souls: Artorias of the Abyss,89,none,https://www.metacritic.com/game/xbox-360/dark-souls-artorias-of-the-abyss,8.7,"Oct 23, 2012",,,,2012,,,,,,,
xbox-360,Deus Ex: Human Revolution,89,none,https://www.metacritic.com/game/xbox-360/deus-ex-human-revolution,8.4,"Aug 23, 2011",,,,2011,,,,,,,
xbox-360,The Walking Dead: Episode 5 - No Time Left,89,none,https://www.metacritic.com/game/xbox-360/the-walking-dead-episode-5---no-time-left,8.8,"Nov 21, 2012",,,,2012,,,,,,,
xbox-360,The Beatles: Rock Band,89,none,https://www.metacritic.com/game/xbox-360/the-beatles-rock-band,8.5,"Sep 9, 2009",,,,2009,,,,,,,
xbox-360,L.A. Noire,89,none,https://www.metacritic.com/game/xbox-360/la-noire,7.9,"May 17, 2011",,,,2011,,,,,,,
xbox-360,Peggle,89,none,https://www.metacritic.com/game/xbox-360/peggle,7.9,"Mar 11, 2009",,,,2009,,,,,,,
xbox-360,Virtua Fighter 5 Online,89,none,https://www.metacritic.com/game/xbox-360/virtua-fighter-5-online,7.7,"Oct 30, 2007",,,,2007,,,,,,,
xbox-360,NBA 2K11,89,none,https://www.metacritic.com/game/xbox-360/nba-2k11,8.3,"Oct 5, 2010",,,,2010,,,,,,,
xbox-360,Burnout Paradise,88,none,https://www.metacritic.com/game/xbox-360/burnout-paradise,7,"Jan 22, 2008",,,,2008,,,,,,,
xbox-360,Shadow Complex,88,none,https://www.metacritic.com/game/xbox-360/shadow-complex,8.7,"Aug 19, 2009",,,,2009,,,,,,,
xbox-360,Call of Duty: Modern Warfare 3,88,none,https://www.metacritic.com/game/xbox-360/call-of-duty-modern-warfare-3,3.4,"Nov 8, 2011",,,,2011,,,,,,,
xbox-360,Dishonored,88,none,https://www.metacritic.com/game/xbox-360/dishonored,7.9,"Oct 9, 2012",,,,2012,,,,,,,
xbox-360,Pinball FX 2: Marvel Pinball - Avengers Chronicles,88,none,https://www.metacritic.com/game/xbox-360/pinball-fx-2-marvel-pinball---avengers-chronicles,7.6,"Jun 20, 2012",,,,2012,,,,,,,
xbox-360,NHL 10,88,none,https://www.metacritic.com/game/xbox-360/nhl-10,8.3,"Sep 15, 2009",,,,2009,,,,,,,
xbox-360,BioShock 2,88,none,https://www.metacritic.com/game/xbox-360/bioshock-2,8.2,"Feb 9, 2010",,,,2010,,,,,,,
xbox-360,NHL 09,88,none,https://www.metacritic.com/game/xbox-360/nhl-09,8.3,"Sep 9, 2008",,,,2008,,,,,,,
xbox-360,Tom Clancy's Rainbow Six Vegas,88,none,https://www.metacritic.com/game/xbox-360/tom-clancys-rainbow-six-vegas,8.3,"Nov 20, 2006",,,,2006,,,,,,,
xbox-360,Super Street Fighter II Turbo HD Remix,88,none,https://www.metacritic.com/game/xbox-360/super-street-fighter-ii-turbo-hd-remix,7.7,"Nov 26, 2008",,,,2008,,,,,,,
xbox-360,Star Wars Pinball: Balance of the Force,88,none,https://www.metacritic.com/game/xbox-360/star-wars-pinball-balance-of-the-force,6.1,"Oct 16, 2013",,,,2013,,,,,,,
xbox-360,The Secret of Monkey Island: Special Edition,88,none,https://www.metacritic.com/game/xbox-360/the-secret-of-monkey-island-special-edition,8.4,"Jul 15, 2009",,,,2009,,,,,,,
xbox-360,Project Gotham Racing 3,88,none,https://www.metacritic.com/game/xbox-360/project-gotham-racing-3,7.9,"Nov 16, 2005",,,,2005,,,,,,,
xbox-360,Battlefield: Bad Company 2,88,none,https://www.metacritic.com/game/xbox-360/battlefield-bad-company-2,8.6,"Mar 2, 2010",,,,2010,,,,,,,
xbox-360,XCOM: Enemy Within,88,none,https://www.metacritic.com/game/xbox-360/xcom-enemy-within,7.7,"Nov 12, 2013",,,,2013,,,,,,,
xbox-360,Pinball FX 2,88,none,https://www.metacritic.com/game/xbox-360/pinball-fx-2,8.2,"Oct 27, 2010",,,,2010,,,,,,,
xbox-360,NHL 11,88,none,https://www.metacritic.com/game/xbox-360/nhl-11,7.7,"Sep 7, 2010",,,,2010,,,,,,,
xbox-360,The Witcher 2: Assassins of Kings,88,none,https://www.metacritic.com/game/xbox-360/the-witcher-2-assassins-of-kings,8.4,"Apr 17, 2012",,,,2012,,,,,,,
xbox-360,The Walking Dead: Episode 3 - Long Road Ahead,88,none,https://www.metacritic.com/game/xbox-360/the-walking-dead-episode-3---long-road-ahead,8.3,"Aug 29, 2012",,,,2012,,,,,,,
xbox-360,FIFA Soccer 11,88,none,https://www.metacritic.com/game/xbox-360/fifa-soccer-11,7.5,"Sep 28, 2010",,,,2010,,,,,,,
xbox-360,Joe Danger: Special Edition,88,none,https://www.metacritic.com/game/xbox-360/joe-danger-special-edition,7.7,"Dec 14, 2011",,,,2011,,,,,,,
xbox-360,Battlefield: Bad Company 2 Vietnam,88,none,https://www.metacritic.com/game/xbox-360/battlefield-bad-company-2-vietnam,8,"Dec 21, 2010",,,,2010,,,,,,,
xbox-360,Need for Speed: Hot Pursuit,88,none,https://www.metacritic.com/game/xbox-360/need-for-speed-hot-pursuit,7.1,"Nov 16, 2010",,,,2010,,,,,,,
xbox-360,NBA 2K13,88,Kinect Compatible,https://www.metacritic.com/game/xbox-360/nba-2k13,7.2,"Oct 2, 2012",,,,2012,,,,,,,
xbox-360,Rocksmith 2014 Edition,87,none,https://www.metacritic.com/game/xbox-360/rocksmith-2014-edition,7.5,"Oct 22, 2013",,,,2013,,,,,,,
xbox-360,Halo 4,87,none,https://www.metacritic.com/game/xbox-360/halo-4,7,"Nov 6, 2012",,,,2012,,,,,,,
xbox-360,FIFA Soccer 09,87,none,https://www.metacritic.com/game/xbox-360/fifa-soccer-09,7.9,"Oct 13, 2008",,,,2008,,,,,,,
xbox-360,Ikaruga,87,none,https://www.metacritic.com/game/xbox-360/ikaruga,7.9,"Apr 9, 2008",,,,2008,,,,,,,
xbox-360,Mass Effect 2: Lair of the Shadow Broker,87,none,https://www.metacritic.com/game/xbox-360/mass-effect-2-lair-of-the-shadow-broker,8.5,"Sep 7, 2010",,,,2010,,,,,,,
xbox-360,DiRT 3,87,none,https://www.metacritic.com/game/xbox-360/dirt-3,7,"May 24, 2011",,,,2011,,,,,,,
xbox-360,Red Dead Redemption: Undead Nightmare Pack,87,none,https://www.metacritic.com/game/xbox-360/red-dead-redemption-undead-nightmare-pack,8.5,"Oct 26, 2010",,,,2010,,,,,,,
xbox-360,Call of Duty: Black Ops,87,none,https://www.metacritic.com/game/xbox-360/call-of-duty-black-ops,6.5,"Nov 9, 2010",,,,2010,,,,,,,
xbox-360,Fight Night Round 4,87,none,https://www.metacritic.com/game/xbox-360/fight-night-round-4,8.1,"Jun 23, 2009",,,,2009,,,,,,,
xbox-360,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,87,none,https://www.metacritic.com/game/xbox-360/bittrip-presentsrunner2-future-legend-of-rhythm-alien,7.4,"Feb 27, 2013",,,,2013,,,,,,,
xbox-360,DiRT 2,87,none,https://www.metacritic.com/game/xbox-360/dirt-2,8.1,"Sep 8, 2009",,,,2009,,,,,,,
xbox-360,Rayman Origins,87,none,https://www.metacritic.com/game/xbox-360/rayman-origins,8.2,"Nov 15, 2011",,,,2011,,,,,,,
xbox-360,Pinball FX 2: Star Wars Pinball,87,none,https://www.metacritic.com/game/xbox-360/pinball-fx-2-star-wars-pinball,6.4,"Feb 27, 2013",,,,2013,,,,,,,
xbox-360,Spelunky,87,none,https://www.metacritic.com/game/xbox-360/spelunky,7.3,"Jul 4, 2012",,,,2012,,,,,,,
xbox-360,Diablo III,87,none,https://www.metacritic.com/game/xbox-360/diablo-iii,6.7,"Sep 3, 2013",,,,2013,,,,,,,
xbox-360,Puzzle Quest: Challenge of the Warlords,87,none,https://www.metacritic.com/game/xbox-360/puzzle-quest-challenge-of-the-warlords,8.3,"Oct 10, 2007",,,,2007,,,,,,,
xbox-360,GRID,87,none,https://www.metacritic.com/game/xbox-360/grid,7.8,"Jun 3, 2008",,,,2008,,,,,,,
xbox-360,NBA 2K14,87,none,https://www.metacritic.com/game/xbox-360/nba-2k14,4.9,"Oct 1, 2013",,,,2013,,,,,,,
xbox-360,The Elder Scrolls IV: Shivering Isles,86,none,https://www.metacritic.com/game/xbox-360/the-elder-scrolls-iv-shivering-isles,8.5,"Mar 26, 2007",,,,2007,,,,,,,
xbox-360,BlazBlue: Calamity Trigger,86,none,https://www.metacritic.com/game/xbox-360/blazblue-calamity-trigger,8.5,"Jun 30, 2009",,,,2009,,,,,,,
xbox-360,Dragon Age: Origins,86,none,https://www.metacritic.com/game/xbox-360/dragon-age-origins,8,"Nov 3, 2009",,,,2009,,,,,,,
xbox-360,Tomb Raider,86,none,https://www.metacritic.com/game/xbox-360/tomb-raider,8.5,"Mar 5, 2013",,,,2013,,,,,,,
xbox-360,Borderlands 2: Tiny Tina's Assault on Dragon Keep,86,none,https://www.metacritic.com/game/xbox-360/borderlands-2-tiny-tinas-assault-on-dragon-keep,8.3,"Jun 25, 2013",,,,2013,,,,,,,
xbox-360,Pinball FX 2: Marvel Pinball,86,none,https://www.metacritic.com/game/xbox-360/pinball-fx-2-marvel-pinball,8.7,"Dec 8, 2010",,,,2010,,,,,,,
xbox-360,Trials HD,86,none,https://www.metacritic.com/game/xbox-360/trials-hd,8.6,"Aug 12, 2009",,,,2009,,,,,,,
xbox-360,Radiant Silvergun,86,none,https://www.metacritic.com/game/xbox-360/radiant-silvergun,8.3,"Sep 14, 2011",,,,2011,,,,,,,
xbox-360,Mortal Kombat,86,none,https://www.metacritic.com/game/xbox-360/mortal-kombat,8.3,"Apr 19, 2011",,,,2011,,,,,,,
xbox-360,Brothers: A Tale of Two Sons,86,none,https://www.metacritic.com/game/xbox-360/brothers-a-tale-of-two-sons,8.7,"Aug 7, 2013",,,,2013,,,,,,,
xbox-360,NCAA Football 11,86,none,https://www.metacritic.com/game/xbox-360/ncaa-football-11,7.1,"Jul 13, 2010",,,,2010,,,,,,,
xbox-360,Street Fighter III: Third Strike Online Edition,86,none,https://www.metacritic.com/game/xbox-360/street-fighter-iii-third-strike-online-edition,7.2,"Aug 24, 2011",,,,2011,,,,,,,
xbox-360,DmC: Devil May Cry,86,none,https://www.metacritic.com/game/xbox-360/dmc-devil-may-cry,5.3,"Jan 15, 2013",,,,2013,,,,,,,
xbox-360,Assassin's Creed IV: Black Flag,86,none,https://www.metacritic.com/game/xbox-360/assassins-creed-iv-black-flag,8,"Oct 29, 2013",,,,2013,,,,,,,
xbox-360,Dance Central 2,86,Kinect Compatible,https://www.metacritic.com/game/xbox-360/dance-central-2,8.1,"Oct 25, 2011",,,,2011,,,,,,,
xbox-360,Geometry Wars: Retro Evolved,86,none,https://www.metacritic.com/game/xbox-360/geometry-wars-retro-evolved,8.6,"Nov 22, 2005",,,,2005,,,,,,,
xbox-360,Fight Night Round 3,86,none,https://www.metacritic.com/game/xbox-360/fight-night-round-3,8.8,"Feb 20, 2006",,,,2006,,,,,,,
xbox-360,Bastion,86,none,https://www.metacritic.com/game/xbox-360/bastion,8.5,"Jul 20, 2011",,,,2011,,,,,,,
xbox-360,Fight Night Champion,86,none,https://www.metacritic.com/game/xbox-360/fight-night-champion,7.3,"Mar 1, 2011",,,,2011,,,,,,,
xbox-360,Tom Clancy's Ghost Recon Advanced Warfighter 2,86,none,https://www.metacritic.com/game/xbox-360/tom-clancys-ghost-recon-advanced-warfighter-2,7.7,"Mar 6, 2007",,,,2007,,,,,,,
xbox-360,Max Payne 3,86,none,https://www.metacritic.com/game/xbox-360/max-payne-3,7.9,"May 15, 2012",,,,2012,,,,,,,
xbox-360,Skate,86,none,https://www.metacritic.com/game/xbox-360/skate,8.4,"Sep 14, 2007",,,,2007,,,,,,,
xbox-360,NHL 12,86,none,https://www.metacritic.com/game/xbox-360/nhl-12,7.1,"Sep 13, 2011",,,,2011,,,,,,,
xbox-360,The Elder Scrolls IV - Knights of the Nine,86,none,https://www.metacritic.com/game/xbox-360/the-elder-scrolls-iv---knights-of-the-nine,7.5,"Nov 21, 2006",,,,2006,,,,,,,
xbox-360,Dance Central 3,86,Kinect Required,https://www.metacritic.com/game/xbox-360/dance-central-3,7.9,"Oct 16, 2012",,,,2012,,,,,,,
xbox-360,DJ Hero 2,86,none,https://www.metacritic.com/game/xbox-360/dj-hero-2,8.3,"Oct 19, 2010",,,,2010,,,,,,,
xbox-360,Tom Clancy's Splinter Cell: Conviction,85,none,https://www.metacritic.com/game/xbox-360/tom-clancys-splinter-cell-conviction,7.7,"Apr 13, 2010",,,,2010,,,,,,,
xbox-360,Project Gotham Racing 4,85,none,https://www.metacritic.com/game/xbox-360/project-gotham-racing-4,8.5,"Oct 2, 2007",,,,2007,,,,,,,
xbox-360,NHL 08,85,none,https://www.metacritic.com/game/xbox-360/nhl-08,8.2,"Sep 12, 2007",,,,2007,,,,,,,
xbox-360,Guitar Hero III: Legends of Rock,85,none,https://www.metacritic.com/game/xbox-360/guitar-hero-iii-legends-of-rock,8,"Oct 28, 2007",,,,2007,,,,,,,
xbox-360,Lara Croft and the Guardian of Light,85,none,https://www.metacritic.com/game/xbox-360/lara-croft-and-the-guardian-of-light,8.4,"Aug 18, 2010",,,,2010,,,,,,,
xbox-360,Trials Evolution: Origin of Pain,85,none,https://www.metacritic.com/game/xbox-360/trials-evolution-origin-of-pain,8.4,"Oct 5, 2012",,,,2012,,,,,,,
xbox-360,Tom Clancy's Splinter Cell Double Agent,85,none,https://www.metacritic.com/game/xbox-360/tom-clancys-splinter-cell-double-agent,8.1,"Oct 17, 2006",,,,2006,,,,,,,
xbox-360,Madden NFL 10,85,none,https://www.metacritic.com/game/xbox-360/madden-nfl-10,6.1,"Aug 14, 2009",,,,2009,,,,,,,
xbox-360,BlazBlue: Continuum Shift,85,none,https://www.metacritic.com/game/xbox-360/blazblue-continuum-shift,8.7,"Jul 27, 2010",,,,2010,,,,,,,
xbox-360,Guitar Hero World Tour,85,none,https://www.metacritic.com/game/xbox-360/guitar-hero-world-tour,6.3,"Oct 26, 2008",,,,2008,,,,,,,
xbox-360,Dead or Alive 4,85,none,https://www.metacritic.com/game/xbox-360/dead-or-alive-4,8.1,"Dec 29, 2005",,,,2005,,,,,,,
xbox-360,Pure,85,none,https://www.metacritic.com/game/xbox-360/pure,7.7,"Sep 23, 2008",,,,2008,,,,,,,
xbox-360,SoulCalibur IV,85,none,https://www.metacritic.com/game/xbox-360/soulcalibur-iv,7.9,"Jul 29, 2008",,,,2008,,,,,,,
xbox-360,Forza Horizon,85,none,https://www.metacritic.com/game/xbox-360/forza-horizon,8.5,"Oct 23, 2012",,,,2012,,,,,,,
xbox-360,Monkey Island 2 Special Edition: LeChuck's Revenge,85,none,https://www.metacritic.com/game/xbox-360/monkey-island-2-special-edition-lechucks-revenge,8.2,"Jul 7, 2010",,,,2010,,,,,,,
xbox-360,Marvel vs. Capcom 3: Fate of Two Worlds,85,none,https://www.metacritic.com/game/xbox-360/marvel-vs-capcom-3-fate-of-two-worlds,7.1,"Feb 15, 2011",,,,2011,,,,,,,
xbox-360,Guitar Hero 5,85,none,https://www.metacritic.com/game/xbox-360/guitar-hero-5,6.9,"Sep 1, 2009",,,,2009,,,,,,,
xbox-360,NBA Jam: On Fire Edition,85,none,https://www.metacritic.com/game/xbox-360/nba-jam-on-fire-edition,7.5,"Oct 5, 2011",,,,2011,,,,,,,
xbox-360,Dead Rising,85,none,https://www.metacritic.com/game/xbox-360/dead-rising,7.7,"Aug 8, 2006",,,,2006,,,,,,,
xbox-360,Persona 4 Arena Ultimax,85,none,https://www.metacritic.com/game/xbox-360/persona-4-arena-ultimax,4.3,"Sep 30, 2014",,,,2014,,,,,,,
xbox-360,Madden NFL 08,85,none,https://www.metacritic.com/game/xbox-360/madden-nfl-08,6.8,"Aug 14, 2007",,,,2007,,,,,,,
xbox-360,BattleBlock Theater,85,none,https://www.metacritic.com/game/xbox-360/battleblock-theater,7.8,"Apr 3, 2013",,,,2013,,,,,,,
xbox-360,Borderlands: The Secret Armory of General Knoxx,85,none,https://www.metacritic.com/game/xbox-360/borderlands-the-secret-armory-of-general-knoxx,8,"Feb 23, 2010",,,,2010,,,,,,,
xbox-360,UFC Undisputed 3,85,none,https://www.metacritic.com/game/xbox-360/ufc-undisputed-3,7.5,"Feb 14, 2012",,,,2012,,,,,,,
xbox-360,The Wolf Among Us: Episode 5 - Cry Wolf,85,none,https://www.metacritic.com/game/xbox-360/the-wolf-among-us-episode-5---cry-wolf,8.3,"Jul 9, 2014",,,,2014,,,,,,,
xbox-360,Red Faction: Guerrilla,85,none,https://www.metacritic.com/game/xbox-360/red-faction-guerrilla,8,"Jun 2, 2009",,,,2009,,,,,,,
xbox-360,F.E.A.R.,85,none,https://www.metacritic.com/game/xbox-360/fear,7.4,"Oct 31, 2006",,,,2006,,,,,,,
xbox-360,Trine 2,85,none,https://www.metacritic.com/game/xbox-360/trine-2,7.2,"Dec 21, 2011",,,,2011,,,,,,,
xbox-360,Bionic Commando Rearmed,85,none,https://www.metacritic.com/game/xbox-360/bionic-commando-rearmed,8.3,"Aug 13, 2008",,,,2008,,,,,,,
xbox-360,Far Cry 2,85,none,https://www.metacritic.com/game/xbox-360/far-cry-2,6.7,"Oct 21, 2008",,,,2008,,,,,,,
xbox-360,Call of Duty: World at War,84,none,https://www.metacritic.com/game/xbox-360/call-of-duty-world-at-war,7.6,"Nov 10, 2008",,,,2008,,,,,,,
xbox-360,Bomberman Live,84,none,https://www.metacritic.com/game/xbox-360/bomberman-live,8,"Jul 18, 2007",,,,2007,,,,,,,
xbox-360,Crysis 2,84,none,https://www.metacritic.com/game/xbox-360/crysis-2,7.6,"Mar 22, 2011",,,,2011,,,,,,,
xbox-360,Viva Pinata,84,none,https://www.metacritic.com/game/xbox-360/viva-pinata,7.9,"Nov 9, 2006",,,,2006,,,,,,,
xbox-360,Splosion Man,84,none,https://www.metacritic.com/game/xbox-360/splosion-man,7.8,"Jul 22, 2009",,,,2009,,,,,,,
xbox-360,Beyond Good & Evil HD,84,none,https://www.metacritic.com/game/xbox-360/beyond-good-evil-hd,8.6,"Mar 2, 2011",,,,2011,,,,,,,
xbox-360,Top Spin 4,84,none,https://www.metacritic.com/game/xbox-360/top-spin-4,8.3,"Mar 15, 2011",,,,2011,,,,,,,
xbox-360,Battlefield 3,84,none,https://www.metacritic.com/game/xbox-360/battlefield-3,7.5,"Oct 25, 2011",,,,2011,,,,,,,
xbox-360,UFC Undisputed 2010,84,none,https://www.metacritic.com/game/xbox-360/ufc-undisputed-2010,6.7,"May 25, 2010",,,,2010,,,,,,,
xbox-360,Assassin's Creed III,84,none,https://www.metacritic.com/game/xbox-360/assassins-creed-iii,6.8,"Oct 30, 2012",,,,2012,,,,,,,
xbox-360,Outland,84,none,https://www.metacritic.com/game/xbox-360/outland,7.4,"Apr 27, 2011",,,,2011,,,,,,,
xbox-360,Mass Effect 3: Citadel,84,none,https://www.metacritic.com/game/xbox-360/mass-effect-3-citadel,8.2,"Mar 5, 2013",,,,2013,,,,,,,
xbox-360,NBA 2K7,84,none,https://www.metacritic.com/game/xbox-360/nba-2k7,7.8,"Sep 25, 2006",,,,2006,,,,,,,
xbox-360,Devil May Cry 4,84,none,https://www.metacritic.com/game/xbox-360/devil-may-cry-4,8.4,"Feb 5, 2008",,,,2008,,,,,,,
xbox-360,Guitar Hero: Metallica,84,none,https://www.metacritic.com/game/xbox-360/guitar-hero-metallica,8.1,"Mar 29, 2009",,,,2009,,,,,,,
xbox-360,Sid Meier's Civilization Revolution,84,none,https://www.metacritic.com/game/xbox-360/sid-meiers-civilization-revolution,8,"Jul 8, 2008",,,,2008,,,,,,,
xbox-360,The Walking Dead: Episode 2 - Starved for Help,84,none,https://www.metacritic.com/game/xbox-360/the-walking-dead-episode-2---starved-for-help,8.6,"Jun 27, 2012",,,,2012,,,,,,,
xbox-360,F1 2012,84,none,https://www.metacritic.com/game/xbox-360/f1-2012,6.8,"Sep 18, 2012",,,,2012,,,,,,,
xbox-360,Stacking,84,none,https://www.metacritic.com/game/xbox-360/stacking,8.1,"Feb 9, 2011",,,,2011,,,,,,,
xbox-360,F1 2011,84,none,https://www.metacritic.com/game/xbox-360/f1-2011,7.1,"Sep 20, 2011",,,,2011,,,,,,,
xbox-360,BioShock Infinite: Burial at Sea - Episode Two,84,none,https://www.metacritic.com/game/xbox-360/bioshock-infinite-burial-at-sea---episode-two,8.6,"Mar 25, 2014",,,,2014,,,,,,,
xbox-360,NBA 2K9,84,none,https://www.metacritic.com/game/xbox-360/nba-2k9,7.1,"Oct 7, 2008",,,,2008,,,,,,,
xbox-360,Need for Speed: Most Wanted - A Criterion Game,84,Kinect Compatible,https://www.metacritic.com/game/xbox-360/need-for-speed-most-wanted---a-criterion-game,5.5,"Oct 30, 2012",,,,2012,,,,,,,
xbox-360,Worms 2: Armageddon,84,none,https://www.metacritic.com/game/xbox-360/worms-2-armageddon,7.9,"Jul 1, 2009",,,,2009,,,,,,,
xbox-360,DJ Hero,84,none,https://www.metacritic.com/game/xbox-360/dj-hero,7.9,"Oct 27, 2009",,,,2009,,,,,,,
xbox-360,Bulletstorm,84,none,https://www.metacritic.com/game/xbox-360/bulletstorm,7.6,"Feb 22, 2011",,,,2011,,,,,,,
xbox-360,Fallout: New Vegas,84,none,https://www.metacritic.com/game/xbox-360/fallout-new-vegas,8.3,"Oct 19, 2010",,,,2010,,,,,,,
xbox-360,Pinball FX 2: Marvel Pinball - Vengeance and Virtue,84,none,https://www.metacritic.com/game/xbox-360/pinball-fx-2-marvel-pinball---vengeance-and-virtue,,"Dec 13, 2011",,,,2011,,,,,,,
xbox-360,Saints Row: The Third,84,none,https://www.metacritic.com/game/xbox-360/saints-row-the-third,7.7,"Nov 15, 2011",,,,2011,,,,,,,
xbox-360,Skate 2,84,none,https://www.metacritic.com/game/xbox-360/skate-2,8,"Jan 21, 2009",,,,2009,,,,,,,
xbox-360,Borderlands,84,none,https://www.metacritic.com/game/xbox-360/borderlands,8.2,"Oct 20, 2009",,,,2009,,,,,,,
xbox-360,Madden NFL 11,84,none,https://www.metacritic.com/game/xbox-360/madden-nfl-11,5.8,"Aug 10, 2010",,,,2010,,,,,,,
xbox-360,FIFA 14,84,none,https://www.metacritic.com/game/xbox-360/fifa-14,4.3,"Sep 24, 2013",,,,2013,,,,,,,
xbox-360,Ultra Street Fighter IV,84,none,https://www.metacritic.com/game/xbox-360/ultra-street-fighter-iv,6.9,"Jun 3, 2014",,,,2014,,,,,,,
xbox-360,The Walking Dead: Season Two Episode 5 - No Going Back,84,none,https://www.metacritic.com/game/xbox-360/the-walking-dead-season-two-episode-5---no-going-back,8.8,"Aug 27, 2014",,,,2014,,,,,,,
