platform,Title,Score,compatibility,link,user score,release date,Price,price charting id,,release year,score tier,score pctl,price tier,price pctl,points per dollar,ppd 69,
3ds,Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,73,,https://www.metacritic.com/game/3ds/puzzle-dragons-z-+-puzzle-dragons-super-mario-bros-edition,7.5,"May 22, 2015",,,,2015,,,,,,,
3ds,Disney Magical World 2,73,,https://www.metacritic.com/game/3ds/disney-magical-world-2,5.5,"Oct 14, 2016",,,,2016,,,,,,,
3ds,Fantasy Life,73,,https://www.metacritic.com/game/3ds/fantasy-life,8.4,"Oct 24, 2014",,,,2014,,,,,,,
3ds,HarmoKnight,73,,https://www.metacritic.com/game/3ds/harmoknight,7.5,"Mar 28, 2013",,,,2013,,,,,,,
3ds,Project X Zone 2,73,,https://www.metacritic.com/game/3ds/project-x-zone-2,7.7,"Feb 16, 2016",,,,2016,,,,,,,
3ds,The Legend of Zelda: Tri Force Heroes,73,,https://www.metacritic.com/game/3ds/the-legend-of-zelda-tri-force-heroes,7.5,"Oct 23, 2015",,,,2015,,,,,,,
3ds,Pro Evolution Soccer 2012 3D,73,,https://www.metacritic.com/game/3ds/pro-evolution-soccer-2012-3d,7.7,"Feb 1, 2012",,,,2012,,,,,,,
3ds,Picross e,73,,https://www.metacritic.com/game/3ds/picross-e,7.1,"Jun 13, 2013",,,,2013,,,,,,,
3ds,Mighty Switch Force! 2,73,,https://www.metacritic.com/game/3ds/mighty-switch-force!-2,7.4,"Jun 13, 2013",,,,2013,,,,,,,
3ds,Pro Evolution Soccer 2011 3D,73,,https://www.metacritic.com/game/3ds/pro-evolution-soccer-2011-3d,6.9,"Mar 25, 2011",,,,2011,,,,,,,
3ds,Scribblenauts Unlimited,73,,https://www.metacritic.com/game/3ds/scribblenauts-unlimited,7.7,"Nov 13, 2012",,,,2012,,,,,,,
3ds,LBX: Little Battlers eXperience,73,,https://www.metacritic.com/game/3ds/lbx-little-battlers-experience,7.4,"Aug 21, 2015",,,,2015,,,,,,,
3ds,Castlevania: Lords of Shadow - Mirror of Fate,72,,https://www.metacritic.com/game/3ds/castlevania-lords-of-shadow---mirror-of-fate,7.2,"Mar 5, 2013",,,,2013,,,,,,,
3ds,Order Up!!,72,,https://www.metacritic.com/game/3ds/order-up!!,6.5,"Jun 21, 2012",,,,2012,,,,,,,
3ds,Return to PoPoLoCrois: A Story of Seasons Fairytale,72,,https://www.metacritic.com/game/3ds/return-to-popolocrois-a-story-of-seasons-fairytale,6.5,"Mar 1, 2016",,,,2016,,,,,,,
3ds,Gurumin 3D: A Monstrous Adventure,72,,https://www.metacritic.com/game/3ds/gurumin-3d-a-monstrous-adventure,7.6,"Oct 13, 2016",,,,2016,,,,,,,
3ds,Inazuma Eleven 3: Bomb Blast,72,,https://www.metacritic.com/game/3ds/inazuma-eleven-3-bomb-blast,7.7,"Sep 27, 2013",,,,2013,,,,,,,
3ds,Yo-kai Watch 2: Bony Spirits,72,,https://www.metacritic.com/game/3ds/yo-kai-watch-2-bony-spirits,7.6,"Sep 30, 2016",,,,2016,,,,,,,
3ds,Mighty Gunvolt,72,,https://www.metacritic.com/game/3ds/mighty-gunvolt,7,"Aug 29, 2014",,,,2014,,,,,,,
3ds,Squids Odyssey,72,,https://www.metacritic.com/game/3ds/squids-odyssey,,"Jul 3, 2014",,,,2014,,,,,,,
3ds,Disney Art Academy,72,,https://www.metacritic.com/game/3ds/disney-art-academy,7.1,"May 13, 2016",,,,2016,,,,,,,
3ds,Steel Empire,72,,https://www.metacritic.com/game/3ds/steel-empire,7.7,"Jul 31, 2014",,,,2014,,,,,,,
3ds,Dragon Ball: Fusions,72,,https://www.metacritic.com/game/3ds/dragon-ball-fusions,8,"Nov 22, 2016",,,,2016,,,,,,,
3ds,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy,72,,https://www.metacritic.com/game/3ds/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy,6.8,"Oct 6, 2017",,,,2017,,,,,,,
3ds,Nintendogs + Cats: French Bulldog & New Friends,71,,https://www.metacritic.com/game/3ds/nintendogs-+-cats-french-bulldog-new-friends,7.1,"Mar 27, 2011",,,,2011,,,,,,,
3ds,Rayman Origins,71,,https://www.metacritic.com/game/3ds/rayman-origins,6.3,"Nov 6, 2012",,,,2012,,,,,,,
3ds,Disney Magical World,71,,https://www.metacritic.com/game/3ds/disney-magical-world,7.4,"Apr 11, 2014",,,,2014,,,,,,,
3ds,Nintendogs + Cats: Toy Poodle & New Friends,71,,https://www.metacritic.com/game/3ds/nintendogs-+-cats-toy-poodle-new-friends,7.1,"Mar 27, 2011",,,,2011,,,,,,,
3ds,Nintendogs + Cats: Golden Retriever & New Friends,71,,https://www.metacritic.com/game/3ds/nintendogs-+-cats-golden-retriever-new-friends,7.3,"Mar 27, 2011",,,,2011,,,,,,,
3ds,Tomodachi Life,71,,https://www.metacritic.com/game/3ds/tomodachi-life,7.7,"Jun 6, 2014",,,,2014,,,,,,,
3ds,Ikachan,71,,https://www.metacritic.com/game/3ds/ikachan,7.2,"Jan 31, 2013",,,,2013,,,,,,,
3ds,WWE All Stars,71,,https://www.metacritic.com/game/3ds/wwe-all-stars,7.1,"Nov 22, 2011",,,,2011,,,,,,,
3ds,LEGO Harry Potter: Years 5-7,71,,https://www.metacritic.com/game/3ds/lego-harry-potter-years-5-7,6.8,"Nov 11, 2011",,,,2011,,,,,,,
3ds,LEGO Pirates of the Caribbean: The Video Game,71,,https://www.metacritic.com/game/3ds/lego-pirates-of-the-caribbean-the-video-game,7.1,"May 10, 2011",,,,2011,,,,,,,
3ds,Naruto Powerful Shippuden,71,,https://www.metacritic.com/game/3ds/naruto-powerful-shippuden,6,"Mar 5, 2013",,,,2013,,,,,,,
3ds,CRUSH3D,71,,https://www.metacritic.com/game/3ds/crush3d,7.4,"Mar 6, 2012",,,,2012,,,,,,,
3ds,Ace Combat: Assault Horizon Legacy,71,,https://www.metacritic.com/game/3ds/ace-combat-assault-horizon-legacy,7.5,"Nov 15, 2011",,,,2011,,,,,,,
3ds,Pilotwings Resort,71,,https://www.metacritic.com/game/3ds/pilotwings-resort,7.2,"Mar 27, 2011",,,,2011,,,,,,,
3ds,Detective Pikachu,71,,https://www.metacritic.com/game/3ds/detective-pikachu,7.4,"Mar 23, 2018",,,,2018,,,,,,,
3ds,Fractured Soul,70,,https://www.metacritic.com/game/3ds/fractured-soul,7.5,"Sep 13, 2012",,,,2012,,,,,,,
3ds,Steel Diver: Sub Wars,70,,https://www.metacritic.com/game/3ds/steel-diver-sub-wars,7.6,"Feb 13, 2014",,,,2014,,,,,,,
3ds,Hyrule Warriors Legends,70,,https://www.metacritic.com/game/3ds/hyrule-warriors-legends,7.4,"Mar 25, 2016",,,,2016,,,,,,,
3ds,Yo-kai Watch 2: Fleshy Souls,70,,https://www.metacritic.com/game/3ds/yo-kai-watch-2-fleshy-souls,7.6,"Sep 30, 2016",,,,2016,,,,,,,
3ds,Mercenaries Saga 2: Order Of The Silver Eagle,70,,https://www.metacritic.com/game/3ds/mercenaries-saga-2-order-of-the-silver-eagle,7.4,"Jul 2, 2015",,,,2015,,,,,,,
3ds,Mario vs. Donkey Kong: Tipping Stars,70,,https://www.metacritic.com/game/3ds/mario-vs-donkey-kong-tipping-stars,7.4,"Mar 5, 2015",,,,2015,,,,,,,
3ds,Inazuma Eleven 3: Team Ogre Attacks!,70,,https://www.metacritic.com/game/3ds/inazuma-eleven-3-team-ogre-attacks!,7,"Feb 14, 2014",,,,2014,,,,,,,
3ds,Inazuma Eleven 3: Lightning Bolt,70,,https://www.metacritic.com/game/3ds/inazuma-eleven-3-lightning-bolt,7.2,"Sep 27, 2013",,,,2013,,,,,,,
3ds,Project X Zone,70,,https://www.metacritic.com/game/3ds/project-x-zone,7.4,"Jun 25, 2013",,,,2013,,,,,,,
3ds,Aero Porter,70,,https://www.metacritic.com/game/3ds/aero-porter,7.4,"Nov 29, 2012",,,,2012,,,,,,,
3ds,Pokemon Battle Trozei,70,,https://www.metacritic.com/game/3ds/pokemon-battle-trozei,7.3,"Mar 20, 2014",,,,2014,,,,,,,
3ds,Code Name: S.T.E.A.M.,69,,https://www.metacritic.com/game/3ds/code-name-steam,7.8,"Mar 13, 2015",,,,2015,,,,,,,
3ds,Pokemon Super Mystery Dungeon,69,,https://www.metacritic.com/game/3ds/pokemon-super-mystery-dungeon,8.3,"Nov 20, 2015",,,,2015,,,,,,,
3ds,Final Fantasy Explorers,69,,https://www.metacritic.com/game/3ds/final-fantasy-explorers,8.5,"Jan 26, 2016",,,,2016,,,,,,,
3ds,River City: Tokyo Rumble,69,,https://www.metacritic.com/game/3ds/river-city-tokyo-rumble,7.4,"Sep 27, 2016",,,,2016,,,,,,,
3ds,Mario Tennis Open,69,,https://www.metacritic.com/game/3ds/mario-tennis-open,6.9,"May 20, 2012",,,,2012,,,,,,,
3ds,Dr. Mario: Miracle Cure,69,,https://www.metacritic.com/game/3ds/dr-mario-miracle-cure,6.5,"Jun 11, 2015",,,,2015,,,,,,,
3ds,Shinobi,69,,https://www.metacritic.com/game/3ds/shinobi,7.4,"Nov 15, 2011",,,,2011,,,,,,,
3ds,Kirby's Blowout Blast,69,,https://www.metacritic.com/game/3ds/kirbys-blowout-blast,7.1,"Jul 6, 2017",,,,2017,,,,,,,
3ds,Fire Emblem Warriors,69,,https://www.metacritic.com/game/3ds/fire-emblem-warriors,8,"Oct 20, 2017",,,,2017,,,,,,,
3ds,Hey! Pikmin,69,,https://www.metacritic.com/game/3ds/hey!-pikmin,6.6,"Jul 28, 2017",,,,2017,,,,,,,
3ds,The Legend of Kusakari,69,,https://www.metacritic.com/game/3ds/the-legend-of-kusakari,,"Aug 25, 2016",,,,2016,,,,,,,
3ds,Brain Age: Concentration Training,69,,https://www.metacritic.com/game/3ds/brain-age-concentration-training,7.4,"Feb 10, 2013",,,,2013,,,,,,,
3ds,Heroes of Ruin,69,,https://www.metacritic.com/game/3ds/heroes-of-ruin,7.5,"Jul 17, 2012",,,,2012,,,,,,,
3ds,Dillon's Dead-Heat Breakers,69,,https://www.metacritic.com/game/3ds/dillons-dead-heat-breakers,7.7,"May 24, 2018",,,,2018,,,,,,,
3ds,Ultimate NES Remix,69,,https://www.metacritic.com/game/3ds/ultimate-nes-remix,7.7,"Nov 7, 2014",,,,2014,,,,,,,
3ds,Liberation Maiden,69,,https://www.metacritic.com/game/3ds/liberation-maiden,7.6,"Oct 25, 2012",,,,2012,,,,,,,
3ds,Scribblenauts Unmasked: A DC Comics Adventure,68,,https://www.metacritic.com/game/3ds/scribblenauts-unmasked-a-dc-comics-adventure,6.3,"Sep 24, 2013",,,,2013,,,,,,,
3ds,Picross e2,68,,https://www.metacritic.com/game/3ds/picross-e2,7.1,"Jul 25, 2013",,,,2013,,,,,,,
3ds,AiRace Speed,68,,https://www.metacritic.com/game/3ds/airace-speed,7.6,"Sep 19, 2013",,,,2013,,,,,,,
3ds,"Freakyforms: Your Creations, Alive!",68,,https://www.metacritic.com/game/3ds/freakyforms-your-creations-alive!,7.7,"Nov 10, 2011",,,,2011,,,,,,,
3ds,Batman: Arkham Origins Blackgate,68,,https://www.metacritic.com/game/3ds/batman-arkham-origins-blackgate,7,"Oct 25, 2013",,,,2013,,,,,,,
3ds,Star Wars Pinball,68,,https://www.metacritic.com/game/3ds/star-wars-pinball,5.4,"Sep 19, 2013",,,,2013,,,,,,,
3ds,Mario Party: Star Rush,68,,https://www.metacritic.com/game/3ds/mario-party-star-rush,6.9,"Nov 4, 2016",,,,2016,,,,,,,
3ds,Tokyo Crash Mobs,68,,https://www.metacritic.com/game/3ds/tokyo-crash-mobs,7.4,"Jan 17, 2013",,,,2013,,,,,,,
3ds,Picross e4,68,,https://www.metacritic.com/game/3ds/picross-e4,,"May 1, 2014",,,,2014,,,,,,,
3ds,Lord of Magna: Maiden Heaven,68,,https://www.metacritic.com/game/3ds/lord-of-magna-maiden-heaven,7.6,"Jun 2, 2015",,,,2015,,,,,,,
3ds,3D Classics: TwinBee,68,,https://www.metacritic.com/game/3ds/3d-classics-twinbee,7.5,"Sep 22, 2011",,,,2011,,,,,,,
3ds,Dillon's Rolling Western: The Last Ranger,68,,https://www.metacritic.com/game/3ds/dillons-rolling-western-the-last-ranger,7,"Apr 11, 2013",,,,2013,,,,,,,
3ds,Skylanders Swap Force,68,,https://www.metacritic.com/game/3ds/skylanders-swap-force,6.4,"Oct 13, 2013",,,,2013,,,,,,,
3ds,Tetris Ultimate,68,,https://www.metacritic.com/game/3ds/tetris-ultimate,4.4,"Nov 11, 2014",,,,2014,,,,,,,
3ds,The Legend of Legacy,67,,https://www.metacritic.com/game/3ds/the-legend-of-legacy,7.1,"Oct 13, 2015",,,,2015,,,,,,,
3ds,Yo-kai Watch Blasters: Red Cat Corps,67,,https://www.metacritic.com/game/3ds/yo-kai-watch-blasters-red-cat-corps,7.5,"Sep 7, 2018",,,,2018,,,,,,,
3ds,FIFA Soccer 12,67,,https://www.metacritic.com/game/3ds/fifa-soccer-12,4.2,"Sep 27, 2011",,,,2011,,,,,,,
3ds,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!,67,,https://www.metacritic.com/game/3ds/adventure-time-hey-ice-king!-whyd-you-steal-our-garbage!,7.2,"Nov 13, 2012",,,,2012,,,,,,,
3ds,Mahjong Cub3d,67,,https://www.metacritic.com/game/3ds/mahjong-cub3d,5.3,"Oct 11, 2011",,,,2011,,,,,,,
3ds,Yo-kai Watch Blasters: White Dog Squad,67,,https://www.metacritic.com/game/3ds/yo-kai-watch-blasters-white-dog-squad,7.3,"Sep 7, 2018",,,,2018,,,,,,,
3ds,Code of Princess,67,,https://www.metacritic.com/game/3ds/code-of-princess,7.4,"Oct 9, 2012",,,,2012,,,,,,,
3ds,Urban Trial Freestyle 2,67,,https://www.metacritic.com/game/3ds/urban-trial-freestyle-2,6.3,"Mar 30, 2017",,,,2017,,,,,,,
3ds,LEGO Star Wars III: The Clone Wars,67,,https://www.metacritic.com/game/3ds/lego-star-wars-iii-the-clone-wars,6.3,"Mar 27, 2011",,,,2011,,,,,,,
3ds,Miitopia,67,,https://www.metacritic.com/game/3ds/miitopia,7.8,"Jul 28, 2017",,,,2017,,,,,,,
3ds,Sonic Generations,66,,https://www.metacritic.com/game/3ds/sonic-generations,6.8,"Nov 22, 2011",,,,2011,,,,,,,
3ds,Kirby Fighters Deluxe,66,,https://www.metacritic.com/game/3ds/kirby-fighters-deluxe,7.5,"Aug 29, 2014",,,,2014,,,,,,,
3ds,Animal Crossing: Happy Home Designer,66,,https://www.metacritic.com/game/3ds/animal-crossing-happy-home-designer,6.9,"Sep 25, 2015",,,,2015,,,,,,,
3ds,AiRace Xeno,66,,https://www.metacritic.com/game/3ds/airace-xeno,6.9,"Jun 12, 2014",,,,2014,,,,,,,
3ds,Picross e3,66,,https://www.metacritic.com/game/3ds/picross-e3,7,"Oct 3, 2013",,,,2013,,,,,,,
3ds,Mario & Sonic at the London 2012 Olympic Games,66,,https://www.metacritic.com/game/3ds/mario-sonic-at-the-london-2012-olympic-games,6.4,"Feb 14, 2012",,,,2012,,,,,,,
3ds,Nintendo Pocket Football Club,65,,https://www.metacritic.com/game/3ds/nintendo-pocket-football-club,7.4,"Apr 17, 2014",,,,2014,,,,,,,
3ds,Unchained Blades,65,,https://www.metacritic.com/game/3ds/unchained-blades,7.7,"Jan 3, 2013",,,,2013,,,,,,,
3ds,Dillon's Rolling Western,65,,https://www.metacritic.com/game/3ds/dillons-rolling-western,7.5,"Feb 22, 2012",,,,2012,,,,,,,
3ds,Need for Speed: The Run,65,,https://www.metacritic.com/game/3ds/need-for-speed-the-run,6.6,"Nov 15, 2011",,,,2011,,,,,,,
3ds,Dedede's Drum Dash Deluxe,65,,https://www.metacritic.com/game/3ds/dededes-drum-dash-deluxe,7,"Aug 29, 2014",,,,2014,,,,,,,
3ds,Resident Evil: The Mercenaries 3D,65,,https://www.metacritic.com/game/3ds/resident-evil-the-mercenaries-3d,6.6,"Jun 28, 2011",,,,2011,,,,,,,
3ds,Yoshi's New Island,64,,https://www.metacritic.com/game/3ds/yoshis-new-island,6.2,"Mar 14, 2014",,,,2014,,,,,,,
3ds,Bloo Kid 2,64,,https://www.metacritic.com/game/3ds/bloo-kid-2,,"May 7, 2015",,,,2015,,,,,,,
3ds,Metroid Prime: Federation Force,64,,https://www.metacritic.com/game/3ds/metroid-prime-federation-force,5.5,"Aug 19, 2016",,,,2016,,,,,,,
3ds,Tekken 3D Prime Edition,64,,https://www.metacritic.com/game/3ds/tekken-3d-prime-edition,6.2,"Feb 14, 2012",,,,2012,,,,,,,
3ds,Tank Troopers,64,,https://www.metacritic.com/game/3ds/tank-troopers,5.8,"Feb 16, 2017",,,,2017,,,,,,,
3ds,The Delusions of Von Sottendorff and His Squared Mind,64,,https://www.metacritic.com/game/3ds/the-delusions-of-von-sottendorff-and-his-squared-mind,6.8,"Dec 17, 2015",,,,2015,,,,,,,
3ds,Tappingo,64,,https://www.metacritic.com/game/3ds/tappingo,6.4,"Feb 27, 2014",,,,2014,,,,,,,
3ds,Urban Trial Freestyle,64,,https://www.metacritic.com/game/3ds/urban-trial-freestyle,7.5,"Jun 27, 2013",,,,2013,,,,,,,
3ds,SpongeBob Squigglepants 3D,64,,https://www.metacritic.com/game/3ds/spongebob-squigglepants-3d,6.1,"May 17, 2011",,,,2011,,,,,,,
3ds,BlazBlue: Continuum Shift II,64,,https://www.metacritic.com/game/3ds/blazblue-continuum-shift-ii,6.2,"May 31, 2011",,,,2011,,,,,,,
3ds,RPG Maker Fes,64,,https://www.metacritic.com/game/3ds/rpg-maker-fes,5.8,"Jun 27, 2017",,,,2017,,,,,,,
3ds,Disney Epic Mickey: The Power of Illusion,63,,https://www.metacritic.com/game/3ds/disney-epic-mickey-the-power-of-illusion,5.9,"Nov 18, 2012",,,,2012,,,,,,,
3ds,Harvest Moon 3D: The Tale of Two Towns,63,,https://www.metacritic.com/game/3ds/harvest-moon-3d-the-tale-of-two-towns,6.5,"Nov 1, 2011",,,,2011,,,,,,,
3ds,Radiohammer,63,,https://www.metacritic.com/game/3ds/radiohammer,,"Dec 10, 2015",,,,2015,,,,,,,
3ds,Sonic & All-Stars Racing Transformed,63,,https://www.metacritic.com/game/3ds/sonic-all-stars-racing-transformed,5.5,"Feb 12, 2013",,,,2013,,,,,,,
3ds,Titan Attacks!,63,,https://www.metacritic.com/game/3ds/titan-attacks!,,"Feb 26, 2015",,,,2015,,,,,,,
3ds,Ace Combat: Assault Horizon Legacy+,63,,https://www.metacritic.com/game/3ds/ace-combat-assault-horizon-legacy+,5.8,"Feb 10, 2015",,,,2015,,,,,,,
3ds,"Freakyforms Deluxe: Your Creations, Alive!",63,,https://www.metacritic.com/game/3ds/freakyforms-deluxe-your-creations-alive!,7.5,"Nov 5, 2012",,,,2012,,,,,,,
3ds,Ninja Usagimaru: The Mysterious Karakuri Castle,63,,https://www.metacritic.com/game/3ds/ninja-usagimaru-the-mysterious-karakuri-castle,,"Sep 29, 2016",,,,2016,,,,,,,
3ds,Samurai Warriors Chronicles 3,63,,https://www.metacritic.com/game/3ds/samurai-warriors-chronicles-3,6.1,"Jun 30, 2015",,,,2015,,,,,,,
3ds,Weapon Shop de Omasse,63,,https://www.metacritic.com/game/3ds/weapon-shop-de-omasse,7.4,"Feb 20, 2014",,,,2014,,,,,,,
3ds,River City: Knights of Justice,62,,https://www.metacritic.com/game/3ds/river-city-knights-of-justice,7.6,"Jun 20, 2017",,,,2017,,,,,,,
3ds,Let's Golf 3D,62,,https://www.metacritic.com/game/3ds/lets-golf-3d,6.5,"Jul 28, 2011",,,,2011,,,,,,,
3ds,Moco Moco Friends,62,,https://www.metacritic.com/game/3ds/moco-moco-friends,5.8,"Nov 17, 2015",,,,2015,,,,,,,
3ds,Sonic Boom: Fire & Ice,62,,https://www.metacritic.com/game/3ds/sonic-boom-fire-ice,7.1,"Sep 27, 2016",,,,2016,,,,,,,
3ds,Angry Birds Trilogy,62,,https://www.metacritic.com/game/3ds/angry-birds-trilogy,5,"Sep 25, 2012",,,,2012,,,,,,,
3ds,Mario Sports Superstars,62,,https://www.metacritic.com/game/3ds/mario-sports-superstars,7.4,"Mar 24, 2017",,,,2017,,,,,,,
ds,Flipnote Studio,93,,https://www.metacritic.com/game/ds/flipnote-studio,7.5,"Aug 12, 2009",#N/A,,,2009,90-94pts,0.997,#N/A,,#N/A,#N/A,
ds,Shantae: Risky's Revenge,85,,https://www.metacritic.com/game/ds/shantae-riskys-revenge,7.7,"Oct 4, 2010",#N/A,,,2010,85-89pts,0.89,#N/A,,#N/A,#N/A,
ds,The Legend of Zelda: Four Swords Anniversary Edition,85,,https://www.metacritic.com/game/ds/the-legend-of-zelda-four-swords-anniversary-edition,7.5,"Sep 28, 2011",#N/A,,,2011,85-89pts,0.89,#N/A,,#N/A,#N/A,$10.12
ds,Dark Void Zero,84,,https://www.metacritic.com/game/ds/dark-void-zero,7.2,"Jan 18, 2010",#N/A,,,2010,80-84pts,0.869,#N/A,,#N/A,#N/A,76.5
ds,Clubhouse Games,83,,https://www.metacritic.com/game/ds/clubhouse-games,7.8,"Oct 9, 2006",#N/A,,,2006,80-84pts,0.807,#N/A,,#N/A,#N/A,
ds,Mighty Flip Champs!,83,,https://www.metacritic.com/game/ds/mighty-flip-champs!,7.7,"Jun 1, 2009",#N/A,,,2009,80-84pts,0.807,#N/A,,#N/A,#N/A,
ds,Art Style: PiCTOBiTS,83,,https://www.metacritic.com/game/ds/art-style-pictobits,7.6,"May 18, 2009",#N/A,,,2009,80-84pts,0.807,#N/A,,#N/A,#N/A,
ds,Dragon Quest Wars,83,,https://www.metacritic.com/game/ds/dragon-quest-wars,5.1,"Sep 28, 2009",#N/A,,,2009,80-84pts,0.807,#N/A,,#N/A,#N/A,
ds,Mario vs. Donkey Kong: Minis March Again!,82,,https://www.metacritic.com/game/ds/mario-vs-donkey-kong-minis-march-again!,8,"Jun 8, 2009",#N/A,,,2009,80-84pts,0.755,#N/A,,#N/A,#N/A,
ds,Starship Defense,82,,https://www.metacritic.com/game/ds/starship-defense,7.3,"Jan 18, 2010",#N/A,,,2010,80-84pts,0.755,#N/A,,#N/A,#N/A,
ds,Mighty Milky Way,81,,https://www.metacritic.com/game/ds/mighty-milky-way,7.9,"May 9, 2011",#N/A,,,2011,80-84pts,0.713,#N/A,,#N/A,#N/A,
ds,Asphalt 4: Elite Racing,78,,https://www.metacritic.com/game/ds/asphalt-4-elite-racing,7.8,"Jul 6, 2009",#N/A,,,2009,75-79pts,0.557,#N/A,,#N/A,#N/A,
ds,Soul of Darkness,78,,https://www.metacritic.com/game/ds/soul-of-darkness,7,"Jul 5, 2010",#N/A,,,2010,75-79pts,0.557,#N/A,,#N/A,#N/A,
ds,AlphaBounce,78,,https://www.metacritic.com/game/ds/alphabounce,6.8,"Apr 12, 2010",#N/A,,,2010,75-79pts,0.557,#N/A,,#N/A,#N/A,
ds,Pop Island,77,,https://www.metacritic.com/game/ds/pop-island,7.8,"Dec 7, 2009",#N/A,,,2009,75-79pts,0.502,#N/A,,#N/A,#N/A,
ds,Art Style: BASE 10,77,,https://www.metacritic.com/game/ds/art-style-base-10,,"Jul 6, 2009",#N/A,,,2009,75-79pts,0.502,#N/A,,#N/A,#N/A,
ds,DodoGo!,77,,https://www.metacritic.com/game/ds/dodogo!,,"Apr 26, 2010",#N/A,,,2010,75-79pts,0.502,#N/A,,#N/A,#N/A,
ds,Trajectile,77,,https://www.metacritic.com/game/ds/trajectile,,"Jan 4, 2010",#N/A,,,2010,75-79pts,0.502,#N/A,,#N/A,#N/A,
ds,Dr. Mario Express,76,,https://www.metacritic.com/game/ds/dr-mario-express,7.3,"Apr 20, 2009",#N/A,,,2009,75-79pts,0.443,#N/A,,#N/A,#N/A,
ds,Antipole,76,,https://www.metacritic.com/game/ds/antipole,,"Jul 21, 2011",#N/A,,,2011,75-79pts,0.443,#N/A,,#N/A,#N/A,
ds,Inazuma Eleven 2: Firestorm,74,,https://www.metacritic.com/game/ds/inazuma-eleven-2-firestorm,8.3,"Mar 16, 2012",#N/A,,,2012,70-74pts,0.312,#N/A,,#N/A,#N/A,
ds,Inazuma Eleven 2: Blizzard,74,,https://www.metacritic.com/game/ds/inazuma-eleven-2-blizzard,8.2,"Mar 16, 2012",#N/A,,,2012,70-74pts,0.312,#N/A,,#N/A,#N/A,
ds,Inazuma Eleven,74,,https://www.metacritic.com/game/ds/inazuma-eleven,7.8,"Aug 26, 2011",#N/A,,,2011,70-74pts,0.312,#N/A,,#N/A,#N/A,
ds,99Bullets,74,,https://www.metacritic.com/game/ds/99bullets,,"May 23, 2011",#N/A,,,2011,70-74pts,0.312,#N/A,,#N/A,#N/A,
ds,Zoonies - Escape From Makatu,74,,https://www.metacritic.com/game/ds/zoonies---escape-from-makatu,,"Aug 18, 2011",#N/A,,,2011,70-74pts,0.312,#N/A,,#N/A,#N/A,
ds,Prism: Light the Way,73,,https://www.metacritic.com/game/ds/prism-light-the-way,,"Oct 17, 2007",#N/A,,,2007,70-74pts,0.239,#N/A,,#N/A,#N/A,
ds,Go! Go! Kokopolo,72,,https://www.metacritic.com/game/ds/go!-go!-kokopolo,,"Aug 11, 2011",#N/A,,,2011,70-74pts,0.177,#N/A,,#N/A,#N/A,
ds,DodoGo! Robo,72,,https://www.metacritic.com/game/ds/dodogo!-robo,,"Apr 18, 2011",#N/A,,,2011,70-74pts,0.177,#N/A,,#N/A,#N/A,
ds,Save the Turtles,71,,https://www.metacritic.com/game/ds/save-the-turtles,7.9,"Mar 29, 2010",#N/A,,,2010,70-74pts,0.101,#N/A,,#N/A,#N/A,
ds,Bird & Beans,71,,https://www.metacritic.com/game/ds/bird-beans,7.5,"Apr 5, 2009",#N/A,,,2009,70-74pts,0.101,#N/A,,#N/A,#N/A,
ds,Art Style: AQUIA,70,,https://www.metacritic.com/game/ds/art-style-aquia,7.3,"Apr 5, 2009",#N/A,,,2009,70-74pts,0,#N/A,,#N/A,#N/A,
ds,Photo Dojo,70,,https://www.metacritic.com/game/ds/photo-dojo,7.2,"May 10, 2010",#N/A,,,2010,70-74pts,0,#N/A,,#N/A,#N/A,
ds,Personal Trainer: Cooking,81,,https://www.metacritic.com/game/ds/personal-trainer-cooking,7.8,"Nov 24, 2008",$1.62,ds1197,,2008,80-84pts,0.713,$00.00-4.99,,50.000,7.407,
ds,Meteos,88,,https://www.metacritic.com/game/ds/meteos,7.4,"Jun 28, 2005",$5.03,ds989,,2005,85-89pts,0.969,$05.00-9.99,,17.495,3.777,
ds,Super Scribblenauts,81,,https://www.metacritic.com/game/ds/super-scribblenauts,8.3,"Oct 12, 2010",$3.61,ds1454,,2010,80-84pts,0.713,$00.00-4.99,,22.438,3.324,
ds,Planet Puzzle League,86,,https://www.metacritic.com/game/ds/planet-puzzle-league,7.8,"Jun 4, 2007",$5.31,ds1262,,2007,85-89pts,0.927,$05.00-9.99,,16.196,3.202,
ds,LEGO Rock Band,80,,https://www.metacritic.com/game/ds/lego-rock-band,7.6,"Nov 3, 2009",$3.56,ds832,,2009,80-84pts,0.67,$00.00-4.99,,22.472,3.090,
ds,Bleach: The Blade of Fate,83,,https://www.metacritic.com/game/ds/bleach-the-blade-of-fate,7.3,"Oct 9, 2007",$4.61,ds173,,2007,80-84pts,0.807,$00.00-4.99,,18.004,3.037,
ds,Scribblenauts,79,,https://www.metacritic.com/game/ds/scribblenauts,7.6,"Sep 15, 2009",$3.61,ds1454,,2009,75-79pts,0.627,$00.00-4.99,,21.884,2.770,
